loan_id,product,cashflow_date,days_from_default,cashflow_type,cashflow_category,amount,amount_pv
28,Commercial,2023-11-24,390,PPSR Inventory,Recovery,669502.02,626797.3
28,Commercial,2023-03-29,150,PPSR Receivables Collection,Recovery,123126.73,120044.65
28,Commercial,2023-03-29,150,PPSR Receivables Collection,Recovery,660522.08,643988.05
28,Commercial,2024-02-22,480,PPSR Inventory,Recovery,1398679.77,1289697.33
28,Commercial,2023-05-28,210,Director Guarantee,Recovery,243688.68,235191.72
28,Commercial,2024-02-22,480,Receiver/Administrator Fee,Cost,662368.26,610757.79
28,Commercial,2023-05-28,210,Legal Cost,Cost,340297.89,328432.34
28,Commercial,2022-11-26,27,Valuation Fee,Cost,5612.3,5586.75
28,Commercial,2023-06-27,240,Asset Management Cost,Cost,179744.39,172599.73
29,Commercial,2023-07-26,450,PPSR Receivables Collection,Recovery,734453.6,685763.22
29,Commercial,2022-09-29,150,PPSR Inventory,Recovery,605028.42,591351.52
29,Commercial,2023-03-28,330,PPSR Plant & Equipment,Recovery,662024.84,629547.0
29,Commercial,2023-08-25,480,PPSR Receivables Collection,Recovery,840512.59,781210.43
29,Commercial,2023-01-27,270,PPSR Inventory,Recovery,372636.84,357611.67
29,Commercial,2023-09-24,510,Receiver/Administrator Fee,Cost,760670.55,703775.92
29,Commercial,2022-12-28,240,Legal Cost,Cost,535260.82,516032.86
29,Commercial,2022-06-08,37,Valuation Fee,Cost,14981.19,14896.94
29,Commercial,2022-12-28,240,Asset Management Cost,Cost,292364.22,281861.74
30,Commercial,2022-06-24,630,GSR All-Assets Sweep,Recovery,1068760.27,956593.53
30,Commercial,2022-11-21,780,Receiver/Administrator Fee,Cost,440128.17,383673.09
30,Commercial,2021-03-01,150,Legal Cost,Cost,295563.48,287862.97
30,Commercial,2020-11-28,57,Valuation Fee,Cost,10403.35,10299.51
30,Commercial,2021-10-27,390,Asset Management Cost,Cost,209646.68,195739.77
31,Commercial,2020-02-12,660,Property Sale,Recovery,3741384.03,3329846.34
31,Commercial,2020-03-13,690,Director Guarantee,Recovery,1400785.58,1240118.54
31,Commercial,2020-10-09,900,Receiver/Administrator Fee,Cost,288173.92,245834.96
31,Commercial,2019-09-15,510,Legal Cost,Cost,276421.71,252618.93
31,Commercial,2018-06-06,44,Valuation Fee,Cost,5452.27,5410.08
31,Commercial,2019-07-17,450,Asset Management Cost,Cost,105005.68,96985.6
32,Commercial,2024-01-13,570,Property Sale,Recovery,13169838.52,12069515.21
32,Commercial,2024-11-08,870,Director Guarantee,Recovery,1949791.14,1706691.54
32,Commercial,2024-11-08,870,Receiver/Administrator Fee,Cost,736060.05,644288.22
32,Commercial,2024-03-13,630,Legal Cost,Cost,336068.78,305175.08
32,Commercial,2022-08-13,52,Valuation Fee,Cost,5645.59,5600.83
32,Commercial,2023-08-16,420,Asset Management Cost,Cost,310024.54,290721.17
33,Commercial,2022-06-11,120,PPSR Receivables Collection,Recovery,1015210.31,993193.01
33,Commercial,2023-04-07,420,PPSR Receivables Collection,Recovery,61531.42,56986.06
33,Commercial,2023-05-07,450,PPSR Receivables Collection,Recovery,449295.39,413831.08
33,Commercial,2022-09-09,210,PPSR Receivables Collection,Recovery,14385.75,13844.22
33,Commercial,2023-04-07,420,Director Guarantee,Recovery,1453015.89,1345680.92
33,Commercial,2023-11-03,630,Receiver/Administrator Fee,Cost,242952.84,216535.74
33,Commercial,2023-07-06,510,Legal Cost,Cost,197243.98,179694.06
33,Commercial,2022-03-29,46,Valuation Fee,Cost,11813.7,11714.82
33,Commercial,2022-12-08,300,Asset Management Cost,Cost,102100.14,96654.14
34,Commercial,2020-04-24,270,PPSR Plant & Equipment,Recovery,71648.61,68716.65
34,Commercial,2021-06-18,690,PPSR Plant & Equipment,Recovery,628103.61,564493.25
34,Commercial,2020-10-21,450,PPSR Plant & Equipment,Recovery,1300022.64,1212573.17
34,Commercial,2021-07-18,720,PPSR Plant & Equipment,Recovery,798274.53,714107.4
34,Commercial,2022-01-14,900,PPSR Plant & Equipment,Recovery,114322.15,99459.09
34,Commercial,2020-06-23,330,PPSR Plant & Equipment,Recovery,460050.64,437146.97
34,Commercial,2021-09-16,780,Director Guarantee,Recovery,2196536.82,1946782.15
34,Commercial,2022-02-13,930,Receiver/Administrator Fee,Cost,963730.34,834552.01
34,Commercial,2021-07-18,720,Legal Cost,Cost,510424.35,456607.08
34,Commercial,2019-08-15,17,Valuation Fee,Cost,5609.99,5595.25
35,Commercial,2019-07-01,300,Property Sale,Recovery,10074951.31,9587245.38
35,Commercial,2019-04-02,210,Director Guarantee,Recovery,1544943.66,1492204.23
35,Commercial,2019-08-30,360,Receiver/Administrator Fee,Cost,360069.61,339255.99
35,Commercial,2018-12-03,90,Legal Cost,Cost,230236.23,226834.41
35,Commercial,2018-10-09,35,Valuation Fee,Cost,2486.4,2472.05
35,Commercial,2019-03-03,180,Asset Management Cost,Cost,156555.27,151963.13
36,Commercial,2021-02-18,630,PPSR Plant & Equipment,Recovery,795607.97,715821.45
36,Commercial,2019-08-28,90,PPSR Plant & Equipment,Recovery,2180508.87,2147837.95
36,Commercial,2021-02-18,630,PPSR Plant & Equipment,Recovery,1655636.36,1489603.0
36,Commercial,2020-04-24,330,PPSR Plant & Equipment,Recovery,440875.15,417134.1
36,Commercial,2020-06-23,390,PPSR Plant & Equipment,Recovery,30643.34,28702.87
36,Commercial,2020-10-21,510,Director Guarantee,Recovery,1878144.17,1724154.99
36,Commercial,2021-02-18,630,Receiver/Administrator Fee,Cost,896013.26,806157.72
36,Commercial,2019-12-26,210,Legal Cost,Cost,472263.94,455917.9
36,Commercial,2019-07-18,49,Valuation Fee,Cost,7198.07,7139.15
36,Commercial,2020-03-25,300,Asset Management Cost,Cost,361173.78,343448.58
37,Commercial,2023-05-07,870,PPSR Plant & Equipment,Recovery,55287.63,47931.98
37,Commercial,2023-06-06,900,PPSR Plant & Equipment,Recovery,852441.64,735400.64
37,Commercial,2023-02-06,780,PPSR Plant & Equipment,Recovery,35641.36,31359.26
37,Commercial,2023-02-06,780,PPSR Plant & Equipment,Recovery,46087.69,40550.52
37,Commercial,2023-10-04,1020,Receiver/Administrator Fee,Cost,113507.35,96013.26
37,Commercial,2022-08-10,600,Legal Cost,Cost,164649.44,149210.65
37,Commercial,2021-01-30,43,Valuation Fee,Cost,9273.94,9208.73
38,Commercial,2022-04-18,360,Property Sale,Recovery,10373833.58,9819858.1
38,Commercial,2022-01-18,270,Director Guarantee,Recovery,1042370.91,1000337.93
38,Commercial,2022-04-18,360,Receiver/Administrator Fee,Cost,1072246.19,1014986.92
38,Commercial,2021-09-20,150,Legal Cost,Cost,290667.23,284096.06
38,Commercial,2021-05-11,18,Valuation Fee,Cost,13086.54,13050.68
38,Commercial,2021-10-20,180,Asset Management Cost,Cost,334973.0,325906.31
39,Commercial,2020-09-14,390,PPSR Inventory,Recovery,356812.61,338194.93
39,Commercial,2020-11-13,450,PPSR Plant & Equipment,Recovery,462428.47,434701.34
39,Commercial,2020-01-18,150,PPSR Inventory,Recovery,31412.13,30771.32
39,Commercial,2020-08-15,360,PPSR Receivables Collection,Recovery,383490.21,364981.97
39,Commercial,2020-04-17,240,PPSR Plant & Equipment,Recovery,952438.22,921541.51
39,Commercial,2020-12-13,480,Director Guarantee,Recovery,882672.41,826334.2
39,Commercial,2021-01-12,510,Receiver/Administrator Fee,Cost,362757.74,338207.02
39,Commercial,2020-01-18,150,Legal Cost,Cost,171249.35,167755.87
39,Commercial,2019-09-06,16,Valuation Fee,Cost,7798.91,7781.78
39,Commercial,2020-04-17,240,Asset Management Cost,Cost,147524.76,142739.11
40,Commercial,2022-12-03,510,GSR All-Assets Sweep,Recovery,1091927.51,993841.66
40,Commercial,2022-03-08,240,Director Guarantee,Recovery,896745.62,857893.18
40,Commercial,2023-05-02,660,Receiver/Administrator Fee,Cost,219503.71,194331.28
40,Commercial,2021-09-09,60,Legal Cost,Cost,190017.59,187925.1
40,Commercial,2021-08-01,21,Valuation Fee,Cost,13569.24,13516.75
41,Commercial,2024-02-12,90,PPSR Receivables Collection,Recovery,35127.79,34627.47
41,Commercial,2025-04-07,510,PPSR Receivables Collection,Recovery,2387.44,2201.04
41,Commercial,2024-09-09,300,PPSR Plant & Equipment,Recovery,182375.35,173859.78
41,Commercial,2024-11-08,360,PPSR Plant & Equipment,Recovery,172644.13,163016.44
41,Commercial,2024-10-09,330,PPSR Plant & Equipment,Recovery,118062.84,112013.28
41,Commercial,2025-03-08,480,PPSR Receivables Collection,Recovery,211534.1,195953.57
41,Commercial,2025-06-06,570,PPSR Plant & Equipment,Recovery,57721.44,52708.4
41,Commercial,2025-06-06,570,Receiver/Administrator Fee,Cost,105321.52,96174.47
41,Commercial,2025-03-08,480,Legal Cost,Cost,99079.27,91781.59
41,Commercial,2023-12-02,18,Valuation Fee,Cost,6248.66,6230.76
41,Commercial,2024-08-10,270,Asset Management Cost,Cost,50401.45,48278.39
42,Commercial,2024-04-03,450,Property Sale,Recovery,1724650.46,1598988.28
42,Commercial,2023-10-06,270,Director Guarantee,Recovery,64856.13,61978.0
