loan_id,product,cashflow_date,days_from_default,cashflow_type,cashflow_category,amount,amount_pv
5,Development,2025-01-01,480,Holding Cost,Cost,113526.62,101473.21
5,Development,2025-01-31,510,Holding Cost,Cost,113526.62,100763.85
5,Development,2025-03-02,540,Holding Cost,Cost,113526.62,100059.44
5,Development,2025-04-01,570,Holding Cost,Cost,113526.62,99359.97
5,Development,2025-05-01,600,Holding Cost,Cost,113526.62,98665.38
5,Development,2025-05-31,630,Holding Cost,Cost,113526.62,97975.65
6,Development,2020-04-29,30,Cost to Complete,Cost,741169.87,736870.77
6,Development,2020-05-29,60,Cost to Complete,Cost,741169.87,732596.61
6,Development,2020-06-28,90,Cost to Complete,Cost,741169.87,728347.23
6,Development,2020-07-28,120,Cost to Complete,Cost,741169.87,724122.51
6,Development,2020-09-26,180,Pre-sale Settlement,Recovery,12801210.1,12362106.05
6,Development,2020-08-27,150,Open Market Sale,Recovery,79021.7,76756.34
6,Development,2021-02-23,330,Open Market Sale,Recovery,2080357.74,1951404.62
6,Development,2021-02-23,330,Open Market Sale,Recovery,998193.07,936319.05
6,Development,2021-04-24,390,Receiver Fee,Cost,288516.57,267502.11
6,Development,2020-04-29,30,Legal Cost,Cost,159451.08,158526.2
6,Development,2020-04-29,30,Holding Cost,Cost,22867.32,22734.68
6,Development,2020-05-29,60,Holding Cost,Cost,22867.32,22602.81
6,Development,2020-06-28,90,Holding Cost,Cost,22867.32,22471.71
6,Development,2020-07-28,120,Holding Cost,Cost,22867.32,22341.36
6,Development,2020-08-27,150,Holding Cost,Cost,22867.32,22211.77
6,Development,2020-09-26,180,Holding Cost,Cost,22867.32,22082.93
6,Development,2020-10-26,210,Holding Cost,Cost,22867.32,21954.84
6,Development,2020-11-25,240,Holding Cost,Cost,22867.32,21827.49
6,Development,2020-12-25,270,Holding Cost,Cost,22867.32,21700.89
6,Development,2021-01-24,300,Holding Cost,Cost,22867.32,21575.01
6,Development,2021-02-23,330,Holding Cost,Cost,22867.32,21449.87
6,Development,2021-03-25,360,Holding Cost,Cost,22867.32,21325.45
6,Development,2021-04-24,390,Holding Cost,Cost,22867.32,21201.75
6,Development,2021-03-25,360,Marketing & Sales Cost,Cost,559896.11,522144.05
7,Development,2019-05-02,30,Cost to Complete,Cost,4203955.35,4180548.29
7,Development,2019-06-01,60,Cost to Complete,Cost,4203955.35,4157271.56
7,Development,2019-07-01,90,Cost to Complete,Cost,4203955.35,4134124.43
7,Development,2019-07-31,120,Cost to Complete,Cost,4203955.35,4111106.18
7,Development,2019-08-30,150,Cost to Complete,Cost,4203955.35,4088216.09
7,Development,2019-09-29,180,Cost to Complete,Cost,4203955.35,4065453.45
7,Development,2019-10-29,210,Cost to Complete,Cost,4203955.35,4042817.55
7,Development,2019-12-28,270,Pre-sale Settlement,Recovery,31119412.79,29594277.33
7,Development,2020-07-25,480,Open Market Sale,Recovery,2226076.54,2035834.57
7,Development,2021-02-20,690,Open Market Sale,Recovery,737957.06,649022.17
7,Development,2021-02-20,690,Open Market Sale,Recovery,3435199.93,3021206.83
7,Development,2019-12-28,270,Open Market Sale,Recovery,7658962.3,7283603.19
7,Development,2021-01-21,660,Open Market Sale,Recovery,10668046.94,9434919.69
7,Development,2020-02-26,330,Open Market Sale,Recovery,3848021.36,3618796.14
7,Development,2021-03-22,720,Receiver Fee,Cost,849652.94,743096.39
7,Development,2019-09-29,180,Legal Cost,Cost,1195451.96,1156067.05
7,Development,2019-05-02,30,Holding Cost,Cost,98917.34,98366.58
7,Development,2019-06-01,60,Holding Cost,Cost,98917.34,97818.89
7,Development,2019-07-01,90,Holding Cost,Cost,98917.34,97274.25
7,Development,2019-07-31,120,Holding Cost,Cost,98917.34,96732.64
7,Development,2019-08-30,150,Holding Cost,Cost,98917.34,96194.04
7,Development,2019-09-29,180,Holding Cost,Cost,98917.34,95658.45
7,Development,2019-10-29,210,Holding Cost,Cost,98917.34,95125.83
7,Development,2019-11-28,240,Holding Cost,Cost,98917.34,94596.19
7,Development,2019-12-28,270,Holding Cost,Cost,98917.34,94069.49
7,Development,2020-01-27,300,Holding Cost,Cost,98917.34,93545.72
7,Development,2020-02-26,330,Holding Cost,Cost,98917.34,93024.87
7,Development,2020-03-27,360,Holding Cost,Cost,98917.34,92506.92
7,Development,2020-04-26,390,Holding Cost,Cost,98917.34,91991.85
7,Development,2020-05-26,420,Holding Cost,Cost,98917.34,91479.66
7,Development,2020-06-25,450,Holding Cost,Cost,98917.34,90970.31
7,Development,2020-07-25,480,Holding Cost,Cost,98917.34,90463.8
7,Development,2020-08-24,510,Holding Cost,Cost,98917.34,89960.11
7,Development,2020-09-23,540,Holding Cost,Cost,98917.34,89459.22
7,Development,2020-10-23,570,Holding Cost,Cost,98917.34,88961.13
7,Development,2020-11-22,600,Holding Cost,Cost,98917.34,88465.8
7,Development,2020-12-22,630,Holding Cost,Cost,98917.34,87973.24
7,Development,2021-01-21,660,Holding Cost,Cost,98917.34,87483.41
7,Development,2021-02-20,690,Holding Cost,Cost,98917.34,86996.32
7,Development,2021-03-22,720,Holding Cost,Cost,98917.34,86511.93
7,Development,2021-02-20,690,Marketing & Sales Cost,Cost,2650752.2,2331296.81
8,Development,2025-03-01,330,As-Is Sale,Recovery,20443009.47,18945192.38
8,Development,2025-03-01,330,Receiver Fee,Cost,994039.37,921208.16
8,Development,2024-07-04,90,Legal Cost,Cost,873703.94,855759.64
8,Development,2024-05-05,30,Holding Cost,Cost,103923.66,103207.26
8,Development,2024-06-04,60,Holding Cost,Cost,103923.66,102495.81
8,Development,2024-07-04,90,Holding Cost,Cost,103923.66,101789.26
8,Development,2024-08-03,120,Holding Cost,Cost,103923.66,101087.57
8,Development,2024-09-02,150,Holding Cost,Cost,103923.66,100390.73
8,Development,2024-10-02,180,Holding Cost,Cost,103923.66,99698.69
8,Development,2024-11-01,210,Holding Cost,Cost,103923.66,99011.42
8,Development,2024-12-01,240,Holding Cost,Cost,103923.66,98328.89
8,Development,2024-12-31,270,Holding Cost,Cost,103923.66,97651.06
8,Development,2025-01-30,300,Holding Cost,Cost,103923.66,96977.9
8,Development,2025-03-01,330,Holding Cost,Cost,103923.66,96309.39
9,Development,2021-07-01,30,Cost to Complete,Cost,11222061.59,11143593.6
9,Development,2021-07-31,60,Cost to Complete,Cost,11222061.59,11065674.28
9,Development,2021-08-30,90,Cost to Complete,Cost,11222061.59,10988299.8
9,Development,2021-09-29,120,Cost to Complete,Cost,11222061.59,10911466.34
9,Development,2021-10-29,150,Cost to Complete,Cost,11222061.59,10835170.12
9,Development,2021-11-28,180,Cost to Complete,Cost,11222061.59,10759407.39
9,Development,2022-01-27,240,Pre-sale Settlement,Recovery,29298891.87,27699512.99
9,Development,2022-01-27,240,Open Market Sale,Recovery,10527101.78,9952444.41
9,Development,2022-10-24,510,Open Market Sale,Recovery,10475681.71,9297726.97
9,Development,2021-12-28,210,Open Market Sale,Recovery,34561056.14,32904502.33
9,Development,2022-01-27,240,Open Market Sale,Recovery,14158781.22,13385876.38
9,Development,2022-01-27,240,Open Market Sale,Recovery,12872583.38,12169889.98
9,Development,2022-06-26,390,Open Market Sale,Recovery,910426.69,831053.54
9,Development,2022-11-23,540,Receiver Fee,Cost,754494.04,664971.33
9,Development,2021-09-29,120,Legal Cost,Cost,1044724.57,1015809.52
9,Development,2021-07-01,30,Holding Cost,Cost,69511.94,69025.89
9,Development,2021-07-31,60,Holding Cost,Cost,69511.94,68543.24
9,Development,2021-08-30,90,Holding Cost,Cost,69511.94,68063.96
9,Development,2021-09-29,120,Holding Cost,Cost,69511.94,67588.04
9,Development,2021-10-29,150,Holding Cost,Cost,69511.94,67115.45
9,Development,2021-11-28,180,Holding Cost,Cost,69511.94,66646.15
9,Development,2021-12-28,210,Holding Cost,Cost,69511.94,66180.14
9,Development,2022-01-27,240,Holding Cost,Cost,69511.94,65717.39
9,Development,2022-02-26,270,Holding Cost,Cost,69511.94,65257.88
9,Development,2022-03-28,300,Holding Cost,Cost,69511.94,64801.58
9,Development,2022-04-27,330,Holding Cost,Cost,69511.94,64348.46
9,Development,2022-05-27,360,Holding Cost,Cost,69511.94,63898.52
9,Development,2022-06-26,390,Holding Cost,Cost,69511.94,63451.72
9,Development,2022-07-26,420,Holding Cost,Cost,69511.94,63008.05
9,Development,2022-08-25,450,Holding Cost,Cost,69511.94,62567.48
9,Development,2022-09-24,480,Holding Cost,Cost,69511.94,62129.99
9,Development,2022-10-24,510,Holding Cost,Cost,69511.94,61695.56
9,Development,2022-11-23,540,Holding Cost,Cost,69511.94,61264.16
9,Development,2022-09-24,480,Marketing & Sales Cost,Cost,4223493.21,3774971.5
10,Development,2020-05-27,30,Cost to Complete,Cost,5918333.2,5880697.83
10,Development,2020-06-26,60,Cost to Complete,Cost,5918333.2,5843301.79
10,Development,2020-07-26,90,Cost to Complete,Cost,5918333.2,5806143.56
10,Development,2020-08-25,120,Cost to Complete,Cost,5918333.2,5769221.62
10,Development,2020-09-24,150,Cost to Complete,Cost,5918333.2,5732534.47
10,Development,2020-10-24,180,Cost to Complete,Cost,5918333.2,5696080.62
10,Development,2020-11-23,210,Cost to Complete,Cost,5918333.2,5659858.58
10,Development,2020-12-23,240,Cost to Complete,Cost,5918333.2,5623866.88
10,Development,2021-01-22,270,Cost to Complete,Cost,5918333.2,5588104.06
10,Development,2021-02-21,300,Cost to Complete,Cost,5918333.2,5552568.66
10,Development,2021-03-23,330,Cost to Complete,Cost,5918333.2,5517259.23
10,Development,2021-05-22,390,Pre-sale Settlement,Recovery,36612172.44,33698330.28
10,Development,2021-10-19,540,Open Market Sale,Recovery,11619601.11,10359084.26
10,Development,2021-09-19,510,Open Market Sale,Recovery,9005604.61,8080041.08
10,Development,2021-12-18,600,Open Market Sale,Recovery,5042203.33,4438225.93
10,Development,2021-05-22,390,Open Market Sale,Recovery,31099780.29,28624651.25
10,Development,2021-12-18,600,Receiver Fee,Cost,605091.56,532611.01
10,Development,2020-05-27,30,Legal Cost,Cost,388229.18,385760.38
10,Development,2020-05-27,30,Holding Cost,Cost,85572.13,85027.96
10,Development,2020-06-26,60,Holding Cost,Cost,85572.13,84487.26
10,Development,2020-07-26,90,Holding Cost,Cost,85572.13,83950.0
10,Development,2020-08-25,120,Holding Cost,Cost,85572.13,83416.15
10,Development,2020-09-24,150,Holding Cost,Cost,85572.13,82885.7
10,Development,2020-10-24,180,Holding Cost,Cost,85572.13,82358.62
10,Development,2020-11-23,210,Holding Cost,Cost,85572.13,81834.89
10,Development,2020-12-23,240,Holding Cost,Cost,85572.13,81314.49
10,Development,2021-01-22,270,Holding Cost,Cost,85572.13,80797.4
10,Development,2021-02-21,300,Holding Cost,Cost,85572.13,80283.6
10,Development,2021-03-23,330,Holding Cost,Cost,85572.13,79773.07
10,Development,2021-04-22,360,Holding Cost,Cost,85572.13,79265.78
10,Development,2021-05-22,390,Holding Cost,Cost,85572.13,78761.72
10,Development,2021-06-21,420,Holding Cost,Cost,85572.13,78260.87
10,Development,2021-07-21,450,Holding Cost,Cost,85572.13,77763.2
10,Development,2021-08-20,480,Holding Cost,Cost,85572.13,77268.69
10,Development,2021-09-19,510,Holding Cost,Cost,85572.13,76777.33
10,Development,2021-10-19,540,Holding Cost,Cost,85572.13,76289.1
10,Development,2021-11-18,570,Holding Cost,Cost,85572.13,75803.96
10,Development,2021-12-18,600,Holding Cost,Cost,85572.13,75321.92
10,Development,2021-09-19,510,Marketing & Sales Cost,Cost,3101942.32,2783135.89
11,Development,2018-03-21,30,Cost to Complete,Cost,8464892.49,8415906.88
11,Development,2018-04-20,60,Cost to Complete,Cost,8464892.49,8367204.74
11,Development,2018-06-19,120,Pre-sale Settlement,Recovery,45820261.63,44768801.01
11,Development,2018-06-19,120,Open Market Sale,Recovery,8985878.79,8779675.3
11,Development,2018-07-19,150,Open Market Sale,Recovery,862819.2,838141.17
11,Development,2018-06-19,120,Open Market Sale,Recovery,17034460.71,16643562.37
11,Development,2018-07-19,150,Open Market Sale,Recovery,19512834.82,18954736.07
11,Development,2019-01-15,330,Receiver Fee,Cost,1276348.28,1197411.48
11,Development,2018-04-20,60,Legal Cost,Cost,1346730.09,1331188.37
11,Development,2018-03-21,30,Holding Cost,Cost,73305.73,72881.51
11,Development,2018-04-20,60,Holding Cost,Cost,73305.73,72459.76
11,Development,2018-05-20,90,Holding Cost,Cost,73305.73,72040.44
11,Development,2018-06-19,120,Holding Cost,Cost,73305.73,71623.55
11,Development,2018-07-19,150,Holding Cost,Cost,73305.73,71209.07
11,Development,2018-08-18,180,Holding Cost,Cost,73305.73,70796.99
11,Development,2018-09-17,210,Holding Cost,Cost,73305.73,70387.29
11,Development,2018-10-17,240,Holding Cost,Cost,73305.73,69979.96
11,Development,2018-11-16,270,Holding Cost,Cost,73305.73,69575.0
11,Development,2018-12-16,300,Holding Cost,Cost,73305.73,69172.37
11,Development,2019-01-15,330,Holding Cost,Cost,73305.73,68772.08
11,Development,2018-12-16,300,Marketing & Sales Cost,Cost,2415169.99,2278990.16
12,Development,2024-05-30,480,As-Is Sale,Recovery,24821724.74,22695366.56
12,Development,2024-05-30,480,Receiver Fee,Cost,781423.78,714482.95
12,Development,2023-05-06,90,Legal Cost,Cost,810876.37,797373.65
12,Development,2023-03-07,30,Holding Cost,Cost,54610.28,54305.46
12,Development,2023-04-06,60,Holding Cost,Cost,54610.28,54002.34
12,Development,2023-05-06,90,Holding Cost,Cost,54610.28,53700.91
12,Development,2023-06-05,120,Holding Cost,Cost,54610.28,53401.16
12,Development,2023-07-05,150,Holding Cost,Cost,54610.28,53103.09
12,Development,2023-08-04,180,Holding Cost,Cost,54610.28,52806.68
12,Development,2023-09-03,210,Holding Cost,Cost,54610.28,52511.92
12,Development,2023-10-03,240,Holding Cost,Cost,54610.28,52218.81
12,Development,2023-11-02,270,Holding Cost,Cost,54610.28,51927.34
12,Development,2023-12-02,300,Holding Cost,Cost,54610.28,51637.49
12,Development,2024-01-01,330,Holding Cost,Cost,54610.28,51349.27
12,Development,2024-01-31,360,Holding Cost,Cost,54610.28,51062.65
12,Development,2024-03-01,390,Holding Cost,Cost,54610.28,50777.63
12,Development,2024-03-31,420,Holding Cost,Cost,54610.28,50494.2
12,Development,2024-04-30,450,Holding Cost,Cost,54610.28,50212.35
12,Development,2024-05-30,480,Holding Cost,Cost,54610.28,49932.08
13,Development,2022-10-18,360,As-Is Sale,Recovery,1660769.1,1547990.83
13,Development,2022-10-18,360,Receiver Fee,Cost,67400.1,62823.14
13,Development,2021-11-22,30,Legal Cost,Cost,72561.13,72137.15
13,Development,2021-11-22,30,Holding Cost,Cost,8888.0,8836.06
13,Development,2021-12-22,60,Holding Cost,Cost,8888.0,8784.43
13,Development,2022-01-21,90,Holding Cost,Cost,8888.0,8733.1
13,Development,2022-02-20,120,Holding Cost,Cost,8888.0,8682.08
13,Development,2022-03-22,150,Holding Cost,Cost,8888.0,8631.35
13,Development,2022-04-21,180,Holding Cost,Cost,8888.0,8580.91
13,Development,2022-05-21,210,Holding Cost,Cost,8888.0,8530.77
13,Development,2022-06-20,240,Holding Cost,Cost,8888.0,8480.93
13,Development,2022-07-20,270,Holding Cost,Cost,8888.0,8431.37
13,Development,2022-08-19,300,Holding Cost,Cost,8888.0,8382.11
13,Development,2022-09-18,330,Holding Cost,Cost,8888.0,8333.13
13,Development,2022-10-18,360,Holding Cost,Cost,8888.0,8284.44
14,Development,2019-05-21,30,Cost to Complete,Cost,3176683.33,3157015.29
14,Development,2019-06-20,60,Cost to Complete,Cost,3176683.33,3137469.02
14,Development,2019-07-20,90,Cost to Complete,Cost,3176683.33,3118043.77
14,Development,2019-08-19,120,Cost to Complete,Cost,3176683.33,3098738.79
14,Development,2019-09-18,150,Cost to Complete,Cost,3176683.33,3079553.33
14,Development,2019-10-18,180,Cost to Complete,Cost,3176683.33,3060486.66
14,Development,2019-11-17,210,Cost to Complete,Cost,3176683.33,3041538.04
14,Development,2019-12-17,240,Cost to Complete,Cost,3176683.33,3022706.74
14,Development,2020-01-16,270,Cost to Complete,Cost,3176683.33,3003992.02
14,Development,2020-02-15,300,Cost to Complete,Cost,3176683.33,2985393.18
14,Development,2020-03-16,330,Cost to Complete,Cost,3176683.33,2966909.49
14,Development,2020-04-15,360,Cost to Complete,Cost,3176683.33,2948540.24
14,Development,2020-05-15,390,Cost to Complete,Cost,3176683.33,2930284.72
14,Development,2020-06-14,420,Cost to Complete,Cost,3176683.33,2912142.22
14,Development,2020-08-13,480,Pre-sale Settlement,Recovery,29822191.83,27001241.86
14,Development,2021-01-10,630,Open Market Sale,Recovery,13721873.73,12044018.23
14,Development,2021-07-09,810,Open Market Sale,Recovery,2449406.71,2071264.0
14,Development,2021-03-11,690,Open Market Sale,Recovery,7659606.72,6640029.05
14,Development,2021-06-09,780,Open Market Sale,Recovery,2755271.55,2344424.22
14,Development,2021-06-09,780,Open Market Sale,Recovery,19834156.09,16876621.82
14,Development,2021-09-07,870,Receiver Fee,Cost,1132496.2,945838.15
14,Development,2019-09-18,150,Legal Cost,Cost,1015180.54,984140.47
14,Development,2019-05-21,30,Holding Cost,Cost,52694.21,52367.96
14,Development,2019-06-20,60,Holding Cost,Cost,52694.21,52043.73
14,Development,2019-07-20,90,Holding Cost,Cost,52694.21,51721.51
14,Development,2019-08-19,120,Holding Cost,Cost,52694.21,51401.28
14,Development,2019-09-18,150,Holding Cost,Cost,52694.21,51083.04
14,Development,2019-10-18,180,Holding Cost,Cost,52694.21,50766.76
14,Development,2019-11-17,210,Holding Cost,Cost,52694.21,50452.45
14,Development,2019-12-17,240,Holding Cost,Cost,52694.21,50140.08
14,Development,2020-01-16,270,Holding Cost,Cost,52694.21,49829.64
14,Development,2020-02-15,300,Holding Cost,Cost,52694.21,49521.13
14,Development,2020-03-16,330,Holding Cost,Cost,52694.21,49214.52
14,Development,2020-04-15,360,Holding Cost,Cost,52694.21,48909.82
14,Development,2020-05-15,390,Holding Cost,Cost,52694.21,48607.0
14,Development,2020-06-14,420,Holding Cost,Cost,52694.21,48306.05
14,Development,2020-07-14,450,Holding Cost,Cost,52694.21,48006.97
14,Development,2020-08-13,480,Holding Cost,Cost,52694.21,47709.74
14,Development,2020-09-12,510,Holding Cost,Cost,52694.21,47414.36
14,Development,2020-10-12,540,Holding Cost,Cost,52694.21,47120.8
14,Development,2020-11-11,570,Holding Cost,Cost,52694.21,46829.05
14,Development,2020-12-11,600,Holding Cost,Cost,52694.21,46539.12
14,Development,2021-01-10,630,Holding Cost,Cost,52694.21,46250.98
14,Development,2021-02-09,660,Holding Cost,Cost,52694.21,45964.62
14,Development,2021-03-11,690,Holding Cost,Cost,52694.21,45680.03
14,Development,2021-04-10,720,Holding Cost,Cost,52694.21,45397.21
14,Development,2021-05-10,750,Holding Cost,Cost,52694.21,45116.14
14,Development,2021-06-09,780,Holding Cost,Cost,52694.21,44836.81
14,Development,2021-07-09,810,Holding Cost,Cost,52694.21,44559.21
14,Development,2021-08-08,840,Holding Cost,Cost,52694.21,44283.32
14,Development,2021-09-07,870,Holding Cost,Cost,52694.21,44009.15
14,Development,2021-07-09,810,Marketing & Sales Cost,Cost,1911377.75,1616296.67
15,Development,2021-06-25,180,Completed Unit Sales,Recovery,35207634.71,34024433.37
15,Development,2021-06-25,180,Receiver Fee,Cost,1122334.76,1084617.15
15,Development,2021-02-25,60,Legal Cost,Cost,759765.42,751157.27
15,Development,2021-01-26,30,Holding Cost,Cost,99489.93,98924.72
15,Development,2021-02-25,60,Holding Cost,Cost,99489.93,98362.71
15,Development,2021-03-27,90,Holding Cost,Cost,99489.93,97803.9
15,Development,2021-04-26,120,Holding Cost,Cost,99489.93,97248.26
15,Development,2021-05-26,150,Holding Cost,Cost,99489.93,96695.78
15,Development,2021-06-25,180,Holding Cost,Cost,99489.93,96146.44
15,Development,2021-05-26,150,Marketing & Sales Cost,Cost,1292081.21,1255793.37
16,Development,2019-01-31,300,As-Is Sale,Recovery,8124018.97,7627561.77
16,Development,2019-01-31,300,Receiver Fee,Cost,650682.85,610919.75
16,Development,2018-06-05,60,Legal Cost,Cost,565500.34,558413.4
16,Development,2018-05-06,30,Holding Cost,Cost,68630.33,68198.94
16,Development,2018-06-05,60,Holding Cost,Cost,68630.33,67770.25
16,Development,2018-07-05,90,Holding Cost,Cost,68630.33,67344.26
16,Development,2018-08-04,120,Holding Cost,Cost,68630.33,66920.94
16,Development,2018-09-03,150,Holding Cost,Cost,68630.33,66500.29
16,Development,2018-10-03,180,Holding Cost,Cost,68630.33,66082.28
16,Development,2018-11-02,210,Holding Cost,Cost,68630.33,65666.89
16,Development,2018-12-02,240,Holding Cost,Cost,68630.33,65254.12
16,Development,2019-01-01,270,Holding Cost,Cost,68630.33,64843.95
16,Development,2019-01-31,300,Holding Cost,Cost,68630.33,64436.35
17,Development,2021-02-10,30,Cost to Complete,Cost,3954723.92,3932174.95
17,Development,2021-03-12,60,Cost to Complete,Cost,3954723.92,3909754.55
17,Development,2021-04-11,90,Cost to Complete,Cost,3954723.92,3887461.99
17,Development,2021-05-11,120,Cost to Complete,Cost,3954723.92,3865296.54
17,Development,2021-06-10,150,Cost to Complete,Cost,3954723.92,3843257.47
17,Development,2021-07-10,180,Cost to Complete,Cost,3954723.92,3821344.06
17,Development,2021-09-08,240,Pre-sale Settlement,Recovery,21666928.99,20698108.33
17,Development,2022-01-06,360,Open Market Sale,Recovery,22216913.85,20743578.27
