loan_id,product,cashflow_date,days_from_default,cashflow_type,cashflow_category,amount,amount_pv
31,Mortgage,2019-04-07,41,Valuation Fee,Cost,2233.02,2222.0
32,Mortgage,2019-09-16,390,Property Sale,Recovery,944680.23,907878.66
32,Mortgage,2019-11-26,461,LMI Claim,Recovery,178751.24,170549.48
32,Mortgage,2019-07-18,330,Legal Cost,Cost,30458.42,29451.35
32,Mortgage,2019-09-16,390,Agent Commission,Cost,27926.0,26838.1
32,Mortgage,2019-02-18,180,Property Preservation,Cost,13718.87,13469.57
32,Mortgage,2018-10-19,58,Valuation Fee,Cost,1019.43,1013.42
33,Mortgage,2025-03-14,360,Property Sale,Recovery,1209630.91,1159507.75
33,Mortgage,2025-01-13,300,Legal Cost,Cost,14792.22,14279.64
33,Mortgage,2025-03-14,360,Agent Commission,Cost,27098.91,25976.02
33,Mortgage,2024-09-15,180,Property Preservation,Cost,4557.87,4462.44
33,Mortgage,2024-04-23,35,Valuation Fee,Cost,1965.52,1957.45
34,Mortgage,2021-12-22,30,Borrower Cure,Recovery,224218.57,223467.25
34,Mortgage,2022-01-21,60,Borrower Cure,Recovery,224218.57,222718.45
34,Mortgage,2022-02-20,90,Borrower Cure,Recovery,224218.57,221972.16
34,Mortgage,2022-03-22,120,Borrower Cure,Recovery,224218.57,221228.37
34,Mortgage,2022-03-22,120,Legal Cost,Cost,7138.15,7042.96
35,Mortgage,2022-10-25,30,Borrower Cure,Recovery,207909.23,207151.3
35,Mortgage,2022-11-24,60,Borrower Cure,Recovery,207909.23,206396.13
35,Mortgage,2022-12-24,90,Borrower Cure,Recovery,207909.23,205643.71
35,Mortgage,2023-01-23,120,Borrower Cure,Recovery,207909.23,204894.04
35,Mortgage,2023-02-22,150,Borrower Cure,Recovery,207909.23,204147.1
35,Mortgage,2023-03-24,180,Borrower Cure,Recovery,207909.23,203402.88
35,Mortgage,2023-03-24,180,Legal Cost,Cost,5626.89,5504.93
36,Mortgage,2020-09-15,240,Property Sale,Recovery,975569.93,946718.89
36,Mortgage,2020-07-17,180,Legal Cost,Cost,25146.11,24586.28
36,Mortgage,2020-09-15,240,Agent Commission,Cost,25754.62,24992.97
36,Mortgage,2020-05-18,120,Property Preservation,Cost,11509.71,11338.24
36,Mortgage,2020-02-24,36,Valuation Fee,Cost,2864.46,2851.59
37,Mortgage,2021-03-18,240,Property Sale,Recovery,410976.77,401741.41
37,Mortgage,2021-09-01,407,LMI Claim,Recovery,30831.43,29665.7
37,Mortgage,2021-01-17,180,Legal Cost,Cost,4985.46,4901.19
37,Mortgage,2021-03-18,240,Agent Commission,Cost,8652.69,8458.25
37,Mortgage,2020-11-18,120,Property Preservation,Cost,3051.82,3017.34
37,Mortgage,2020-08-12,22,Valuation Fee,Cost,1352.74,1349.92
38,Mortgage,2020-05-11,300,Property Sale,Recovery,277353.15,266405.03
38,Mortgage,2020-03-12,240,Legal Cost,Cost,9562.05,9258.88
38,Mortgage,2020-05-11,300,Agent Commission,Cost,5896.36,5663.61
38,Mortgage,2019-12-13,150,Property Preservation,Cost,5061.65,4960.74
38,Mortgage,2019-09-06,52,Valuation Fee,Cost,2660.58,2642.07
39,Mortgage,2019-07-15,330,Property Sale,Recovery,893064.58,855070.91
39,Mortgage,2019-05-16,270,Legal Cost,Cost,8343.47,8051.91
39,Mortgage,2019-07-15,330,Agent Commission,Cost,22918.68,21943.65
39,Mortgage,2019-01-16,150,Property Preservation,Cost,5980.24,5863.22
39,Mortgage,2018-09-25,37,Valuation Fee,Cost,1211.49,1205.6
40,Mortgage,2019-03-31,30,Borrower Cure,Recovery,133427.04,132973.19
40,Mortgage,2019-04-30,60,Borrower Cure,Recovery,133427.04,132520.9
40,Mortgage,2019-05-30,90,Borrower Cure,Recovery,133427.04,132070.14
40,Mortgage,2019-06-29,120,Borrower Cure,Recovery,133427.04,131620.91
40,Mortgage,2019-07-29,150,Borrower Cure,Recovery,133427.04,131173.21
40,Mortgage,2019-07-29,150,Legal Cost,Cost,2676.57,2631.35
41,Mortgage,2024-01-01,300,Property Sale,Recovery,5457964.65,5301344.54
41,Mortgage,2023-11-02,240,Legal Cost,Cost,41005.13,40061.06
41,Mortgage,2024-01-01,300,Agent Commission,Cost,139423.11,135422.27
41,Mortgage,2023-08-04,150,Property Preservation,Cost,10546.18,10393.77
41,Mortgage,2023-04-22,46,Valuation Fee,Cost,1669.4,1661.96
42,Mortgage,2023-04-22,330,Property Sale,Recovery,1714326.88,1640209.4
42,Mortgage,2023-02-21,270,Legal Cost,Cost,23688.52,22847.22
42,Mortgage,2023-04-22,330,Agent Commission,Cost,45371.74,43410.13
42,Mortgage,2022-10-24,150,Property Preservation,Cost,16276.38,15952.66
42,Mortgage,2022-06-18,22,Valuation Fee,Cost,623.18,621.35
43,Mortgage,2022-10-14,450,Property Sale,Recovery,869382.18,814701.47
43,Mortgage,2023-02-20,579,LMI Claim,Recovery,59182.39,54436.82
43,Mortgage,2022-08-15,390,Legal Cost,Cost,16084.74,15204.2
43,Mortgage,2022-10-14,450,Agent Commission,Cost,25143.86,23562.41
43,Mortgage,2022-02-16,210,Property Preservation,Cost,9203.61,8928.79
43,Mortgage,2021-08-27,37,Valuation Fee,Cost,1819.52,1809.83
44,Mortgage,2021-03-02,30,Borrower Cure,Recovery,106563.02,106221.7
44,Mortgage,2021-04-01,60,Borrower Cure,Recovery,106563.02,105881.49
44,Mortgage,2021-05-01,90,Borrower Cure,Recovery,106563.02,105542.36
44,Mortgage,2021-05-01,90,Legal Cost,Cost,1333.3,1320.53
45,Mortgage,2024-11-23,330,Property Sale,Recovery,2434303.46,2346496.56
45,Mortgage,2024-09-24,270,Legal Cost,Cost,28139.3,27306.08
45,Mortgage,2024-11-23,330,Agent Commission,Cost,64528.58,62200.99
45,Mortgage,2024-05-27,150,Property Preservation,Cost,17154.32,16870.24
45,Mortgage,2024-01-18,20,Valuation Fee,Cost,2657.43,2651.52
46,Mortgage,2018-07-22,30,Borrower Cure,Recovery,284098.44,283213.74
46,Mortgage,2018-08-21,60,Borrower Cure,Recovery,284098.44,282331.79
46,Mortgage,2018-09-20,90,Borrower Cure,Recovery,284098.44,281452.59
46,Mortgage,2018-10-20,120,Borrower Cure,Recovery,284098.44,280576.12
46,Mortgage,2018-10-20,120,Legal Cost,Cost,2701.37,2667.88
47,Mortgage,2021-04-20,540,Property Sale,Recovery,1113417.08,1040952.37
47,Mortgage,2021-02-19,480,Legal Cost,Cost,4206.43,3962.18
47,Mortgage,2021-04-20,540,Agent Commission,Cost,30547.09,28558.99
47,Mortgage,2020-07-24,270,Property Preservation,Cost,2534.34,2450.48
47,Mortgage,2019-12-22,55,Valuation Fee,Cost,1470.33,1460.29
48,Mortgage,2021-08-03,480,Property Sale,Recovery,1282255.93,1220733.36
48,Mortgage,2021-06-04,420,Legal Cost,Cost,22352.12,21410.86
48,Mortgage,2021-08-03,480,Agent Commission,Cost,31074.69,29583.73
48,Mortgage,2020-12-06,240,Property Preservation,Cost,10546.61,10290.49
48,Mortgage,2020-05-16,36,Valuation Fee,Cost,926.69,923.28
49,Mortgage,2024-06-23,510,Property Sale,Recovery,1362485.41,1286156.65
49,Mortgage,2024-04-24,450,Legal Cost,Cost,20562.26,19542.43
49,Mortgage,2024-06-23,510,Agent Commission,Cost,36389.62,34351.02
49,Mortgage,2023-09-27,240,Property Preservation,Cost,11642.9,11331.27
49,Mortgage,2023-03-28,57,Valuation Fee,Cost,1228.71,1220.82
50,Mortgage,2025-02-07,240,Property Sale,Recovery,916556.39,888208.36
50,Mortgage,2024-12-09,180,Legal Cost,Cost,4994.76,4878.45
50,Mortgage,2025-02-07,240,Agent Commission,Cost,27217.66,26375.85
50,Mortgage,2024-10-10,120,Property Preservation,Cost,2457.06,2418.77
50,Mortgage,2024-07-31,49,Valuation Fee,Cost,939.0,933.0
51,Mortgage,2020-06-19,330,Property Sale,Recovery,2528242.46,2427079.47
51,Mortgage,2020-04-20,270,Legal Cost,Cost,11909.92,11518.57
51,Mortgage,2020-06-19,330,Agent Commission,Cost,70973.1,68133.24
51,Mortgage,2019-12-22,150,Property Preservation,Cost,6657.89,6535.44
51,Mortgage,2019-09-21,58,Valuation Fee,Cost,1292.5,1283.26
52,Mortgage,2023-10-05,30,Borrower Cure,Recovery,181770.22,181146.18
52,Mortgage,2023-11-04,60,Borrower Cure,Recovery,181770.22,180524.28
52,Mortgage,2023-12-04,90,Borrower Cure,Recovery,181770.22,179904.52
52,Mortgage,2023-12-04,90,Legal Cost,Cost,2852.14,2822.87
53,Mortgage,2024-05-19,360,Property Sale,Recovery,492905.33,472675.82
53,Mortgage,2024-08-23,456,LMI Claim,Recovery,32750.1,31056.97
53,Mortgage,2024-03-20,300,Legal Cost,Cost,7841.99,7572.86
53,Mortgage,2024-05-19,360,Agent Commission,Cost,12370.56,11862.85
53,Mortgage,2023-11-21,180,Property Preservation,Cost,4653.12,4556.64
53,Mortgage,2023-07-21,57,Valuation Fee,Cost,1621.21,1610.49
54,Mortgage,2019-07-17,30,Borrower Cure,Recovery,387980.49,386541.63
54,Mortgage,2019-08-16,60,Borrower Cure,Recovery,387980.49,385108.11
54,Mortgage,2019-09-15,90,Borrower Cure,Recovery,387980.49,383679.91
54,Mortgage,2019-10-15,120,Borrower Cure,Recovery,387980.49,382257.0
54,Mortgage,2019-11-14,150,Borrower Cure,Recovery,387980.49,380839.37
54,Mortgage,2019-11-14,150,Legal Cost,Cost,12870.22,12633.33
55,Mortgage,2020-09-04,30,Borrower Cure,Recovery,184698.4,184175.19
55,Mortgage,2020-10-04,60,Borrower Cure,Recovery,184698.4,183653.45
55,Mortgage,2020-11-03,90,Borrower Cure,Recovery,184698.4,183133.2
55,Mortgage,2020-12-03,120,Borrower Cure,Recovery,184698.4,182614.42
55,Mortgage,2021-01-02,150,Borrower Cure,Recovery,184698.4,182097.11
55,Mortgage,2021-01-02,150,Legal Cost,Cost,2586.79,2550.35
56,Mortgage,2021-05-26,270,Property Sale,Recovery,1361928.98,1326220.34
56,Mortgage,2021-11-08,436,LMI Claim,Recovery,194774.23,186594.36
56,Mortgage,2021-03-27,210,Legal Cost,Cost,40639.69,39808.5
56,Mortgage,2021-05-26,270,Agent Commission,Cost,29279.6,28511.92
56,Mortgage,2020-12-27,120,Property Preservation,Cost,17275.57,17072.77
56,Mortgage,2020-10-13,45,Valuation Fee,Cost,1134.11,1129.1
57,Mortgage,2025-08-02,450,Property Sale,Recovery,1172480.86,1100639.2
57,Mortgage,2025-06-03,390,Legal Cost,Cost,11901.4,11266.75
57,Mortgage,2025-08-02,450,Agent Commission,Cost,27075.73,25416.71
57,Mortgage,2024-12-05,210,Property Preservation,Cost,5823.61,5654.28
57,Mortgage,2024-06-23,45,Valuation Fee,Cost,2964.65,2945.96
58,Mortgage,2019-04-05,30,Borrower Cure,Recovery,100936.87,100639.44
58,Mortgage,2019-05-05,60,Borrower Cure,Recovery,100936.87,100342.88
58,Mortgage,2019-06-04,90,Borrower Cure,Recovery,100936.87,100047.19
58,Mortgage,2019-07-04,120,Borrower Cure,Recovery,100936.87,99752.37
58,Mortgage,2019-08-03,150,Borrower Cure,Recovery,100936.87,99458.43
58,Mortgage,2019-09-02,180,Borrower Cure,Recovery,100936.87,99165.35
58,Mortgage,2019-09-02,180,Legal Cost,Cost,1684.8,1655.23
59,Mortgage,2023-04-10,30,Borrower Cure,Recovery,160104.05,159474.09
59,Mortgage,2023-05-10,60,Borrower Cure,Recovery,160104.05,158846.6
59,Mortgage,2023-06-09,90,Borrower Cure,Recovery,160104.05,158221.58
59,Mortgage,2023-07-09,120,Borrower Cure,Recovery,160104.05,157599.02
59,Mortgage,2023-08-08,150,Borrower Cure,Recovery,160104.05,156978.91
59,Mortgage,2023-08-08,150,Legal Cost,Cost,5024.48,4926.41
60,Mortgage,2020-04-02,30,Borrower Cure,Recovery,317520.97,316166.17
60,Mortgage,2020-05-02,60,Borrower Cure,Recovery,317520.97,314817.15
60,Mortgage,2020-06-01,90,Borrower Cure,Recovery,317520.97,313473.89
60,Mortgage,2020-06-01,90,Legal Cost,Cost,2271.16,2242.21
61,Mortgage,2022-10-30,30,Borrower Cure,Recovery,66801.06,66583.89
61,Mortgage,2022-11-29,60,Borrower Cure,Recovery,66801.06,66367.42
61,Mortgage,2022-12-29,90,Borrower Cure,Recovery,66801.06,66151.66
61,Mortgage,2023-01-28,120,Borrower Cure,Recovery,66801.06,65936.6
61,Mortgage,2023-02-27,150,Borrower Cure,Recovery,66801.06,65722.24
61,Mortgage,2023-03-29,180,Borrower Cure,Recovery,66801.06,65508.58
61,Mortgage,2023-03-29,180,Legal Cost,Cost,1997.3,1958.66
62,Mortgage,2020-10-23,30,Borrower Cure,Recovery,164708.01,164146.68
62,Mortgage,2020-11-22,60,Borrower Cure,Recovery,164708.01,163587.26
62,Mortgage,2020-12-22,90,Borrower Cure,Recovery,164708.01,163029.75
62,Mortgage,2021-01-21,120,Borrower Cure,Recovery,164708.01,162474.14
62,Mortgage,2021-02-20,150,Borrower Cure,Recovery,164708.01,161920.43
62,Mortgage,2021-03-22,180,Borrower Cure,Recovery,164708.01,161368.6
62,Mortgage,2021-03-22,180,Legal Cost,Cost,3439.58,3369.85
63,Mortgage,2022-05-31,240,Property Sale,Recovery,2642510.38,2564901.29
63,Mortgage,2022-04-01,180,Legal Cost,Cost,23622.61,23100.34
63,Mortgage,2022-05-31,240,Agent Commission,Cost,70535.4,68463.81
63,Mortgage,2022-01-31,120,Property Preservation,Cost,5501.22,5419.83
63,Mortgage,2021-11-30,58,Valuation Fee,Cost,2368.29,2351.29
64,Mortgage,2023-06-28,30,Borrower Cure,Recovery,205011.78,204149.25
64,Mortgage,2023-07-28,60,Borrower Cure,Recovery,205011.78,203290.35
64,Mortgage,2023-08-27,90,Borrower Cure,Recovery,205011.78,202435.06
64,Mortgage,2023-08-27,90,Legal Cost,Cost,3233.58,3192.94
65,Mortgage,2024-06-15,450,Property Sale,Recovery,353859.66,331706.24
65,Mortgage,2024-04-16,390,Legal Cost,Cost,7092.79,6706.3
65,Mortgage,2024-06-15,450,Agent Commission,Cost,9076.76,8508.5
65,Mortgage,2023-10-19,210,Property Preservation,Cost,4052.1,3931.67
65,Mortgage,2023-04-21,29,Valuation Fee,Cost,793.69,790.39
66,Mortgage,2023-09-17,30,Borrower Cure,Recovery,310216.19,308979.71
66,Mortgage,2023-10-17,60,Borrower Cure,Recovery,310216.19,307748.17
66,Mortgage,2023-11-16,90,Borrower Cure,Recovery,310216.19,306521.53
66,Mortgage,2023-12-16,120,Borrower Cure,Recovery,310216.19,305299.79
66,Mortgage,2023-12-16,120,Legal Cost,Cost,7496.19,7377.39
67,Mortgage,2018-06-21,30,Borrower Cure,Recovery,69210.03,69005.12
67,Mortgage,2018-07-21,60,Borrower Cure,Recovery,69210.03,68800.83
67,Mortgage,2018-08-20,90,Borrower Cure,Recovery,69210.03,68597.14
67,Mortgage,2018-09-19,120,Borrower Cure,Recovery,69210.03,68394.05
67,Mortgage,2018-10-19,150,Borrower Cure,Recovery,69210.03,68191.56
67,Mortgage,2018-11-18,180,Borrower Cure,Recovery,69210.03,67989.68
