case_id,segment,unsold_units,avg_unit_price,gross_stock_value,ead,absorption_speed_units_per_month,time_to_sale_months,discount_to_clear,holding_cost_rate_pa,selling_cost_rate,contract_rate_proxy,cost_of_funds_proxy,discount_rate,lgd_base,time_to_sale_base,net_recovery_pv_base,final_overlay_addon_base,lgd_final_base,lgd_mild_stress,time_to_sale_mild_stress,net_recovery_pv_mild_stress,final_overlay_addon_mild_stress,lgd_final_mild_stress,lgd_severe_stress,time_to_sale_severe_stress,net_recovery_pv_severe_stress,final_overlay_addon_severe_stress,lgd_final_severe_stress,lgd_downturn,final_overlay_addon,lgd_final
RS0011,metro_apartment,37,715942.5763608107,26489875.325349994,15232466.482074138,8.390416533772761,5.1220257934501054,0.08230800306077808,0.07359102090402417,0.03292605648939631,0.07271709198994633,0.05223472448824758,0.07271709198994633,0.0,4.409792988353929,22142361.49388465,0.011646160061215561,0.011646160061215561,0.0,5.3777963272608895,20679991.946973156,0.012446160061215562,0.012446160061215562,0.0,6.7842969051598905,18710742.815100763,0.013446160061215563,0.013446160061215563,0.0,0.013446160061215563,0.013446160061215563
RS0012,suburban_apartment,49,765066.6691768409,37488266.78966521,28641942.905379124,3.760663594571805,13.004539106804211,0.05507646415386709,0.06858437798746263,0.027822006500716312,0.04749694732684242,0.044876802478751164,0.04749694732684242,0.0,13.029615323935724,30036662.936920278,0.011745038860537169,0.011745038860537169,0.05447389688419951,15.889774785287472,27081704.66098837,0.014332638523882012,0.06880653540808153,0.20067920980977963,20.045562036824194,22894100.435710818,0.017930005556092463,0.21860921536587208,0.20067920980977963,0.017930005556092463,0.21860921536587208
RS0013,suburban_apartment,88,732003.2588195774,64416286.77612281,41387146.358761944,4.464061986103376,19.853425688589034,0.14324592475378348,0.06730310797947947,0.034495323839329975,0.07324867457872106,0.05389777436059646,0.07324867457872106,0.013738383361148358,19.71298791861403,40818553.87586132,0.01768553594420944,0.031423919305357796,0.16030303539456767,24.040229169041503,34752661.171133175,0.02119006172572661,0.18149309712029427,0.3632925477210088,30.327673720944663,26351504.515185047,0.026119714570666083,0.38941226229167486,0.3632925477210088,0.026119714570666083,0.38941226229167486
RS0014,townhouse,37,616471.5102539494,22809445.87939613,16253014.126226122,5.597734421438599,6.86339176048063,0.10216301826754773,0.05499138300438614,0.026644692581974532,0.06798097207876067,0.05159411588434905,0.06798097207876067,0.0,6.6098169749345,18498087.990959644,0.012043260365350954,0.012043260365350954,0.0,8.060752408456707,17133078.671485927,0.012843260365350955,0.012843260365350955,0.060872215209599255,10.168949192206922,15263657.152529828,0.013843260365350954,0.0747154755749502,0.060872215209599255,0.013843260365350954,0.0747154755749502
RS0015,metro_apartment,93,782067.4339447472,72732271.35686149,35064247.193995275,5.7576941459195075,16.028739380818312,0.12558844606815073,0.05052165222436856,0.0201318517809602,0.05588170492474936,0.058351126946118215,0.058351126946118215,0.0,16.152299452361383,52984646.408521965,0.015106956079088879,0.015106956079088879,0.0,19.69792616141632,47011416.55679043,0.018122972772248214,0.018122972772248214,0.0,24.849691465171357,38575075.73805796,0.022342826087095112,0.022342826087095112,0.0,0.022342826087095112,0.022342826087095112
RS0016,metro_apartment,46,941359.8550242067,43302553.33111351,25664069.036903072,5.431581384968881,11.02914184840367,0.08606262428007094,0.048601741835892304,0.019519060617753443,0.06004126963519629,0.06817135978529863,0.06817135978529863,0.0,8.468988447323715,35551511.76647123,0.011721252485601418,0.011721252485601418,0.0,10.32803469185819,32761491.529896382,0.01252125248560142,0.01252125248560142,0.0,13.02921299588264,28895442.469554782,0.014164510608028069,0.014164510608028069,0.0,0.014164510608028069,0.014164510608028069
RS0017,townhouse,9,600583.2502109158,5405249.251898242,3978120.4661129527,3.27346671059923,3.8049885804844807,0.06168550304642561,0.0620504867000317,0.027119404204844124,0.07187511632649488,0.059883425567273205,0.07187511632649488,0.0,2.7493788071400576,4771898.838497515,0.011233710060928513,0.011233710060928513,0.0,3.352900984317144,4505992.498023124,0.012033710060928512,0.012033710060928512,0.0,4.229813549446243,4154813.3820391656,0.013033710060928513,0.013033710060928513,0.0,0.013033710060928513,0.013033710060928513
RS0018,suburban_apartment,56,685825.2608267886,38406214.60630016,23920208.426756136,3.3968270279659984,15.506428066160087,0.07084470268322983,0.040076146246826955,0.025829943911778168,0.05475828567439133,0.039242095093125144,0.05475828567439133,0.0,16.48597339191937,30277923.926006533,0.014220627423614204,0.014220627423614204,0.0,20.10484559990167,27160994.934409034,0.01728242255360314,0.01728242255360314,0.05026843845526207,25.363035987568257,22717776.901618704,0.021568791545894753,0.07183723000115683,0.05026843845526207,0.021568791545894753,0.07183723000115683
RS0019,townhouse,43,619430.4982463426,26635511.424592733,21480906.813331503,3.8365187871235076,10.195738767624162,0.10031601349657646,0.058613518209586865,0.025338413214651714,0.05375419045942684,0.055617690031343335,0.055617690031343335,0.03382655656297187,11.20807752703329,20754281.703986418,0.01200632026993153,0.0458328768329034,0.12314363957312753,13.66838722808938,18835669.76700667,0.013849062287487392,0.13699270186061493,0.24849263061792812,17.243196195435832,16143059.771228183,0.017083317892078925,0.26557594851000704,0.24849263061792812,0.017083317892078925,0.26557594851000704
RS0020,metro_apartment,103,1002377.1422682573,103244845.65363051,78190118.83245698,7.797940890514452,13.288669091405962,0.09097719007684679,0.06185354292262932,0.02283650398660618,0.06917089688582644,0.04876069428244824,0.06917089688582644,0.0,13.208615126243256,78470003.25652859,0.012574928255438971,0.012574928255438971,0.10068261137716372,16.10806722712592,70317733.48451446,0.015187085818490638,0.11586969719565436,0.24667231738603948,20.320946348066546,58902781.023365006,0.01882013526907853,0.265492452655118,0.24667231738603948,0.01882013526907853,0.265492452655118
RS0021,metro_apartment,48,1037249.1698319443,49787960.15193333,35153606.490688995,8.381008740991167,6.473088332657971,0.08240159819183987,0.07310275226427956,0.027994291323229045,0.06399355568398439,0.04307944049699584,0.06399355568398439,0.0,5.727234212897785,41313138.537347384,0.011648031963836798,0.011648031963836798,0.0,6.984431966948518,38372480.461052604,0.012448031963836797,0.012448031963836797,0.02254152074323965,8.811129558304284,34361190.740779445,0.013448031963836798,0.03598955270707645,0.02254152074323965,0.013448031963836798,0.03598955270707645
RS0022,metro_apartment,51,1018310.2634927477,51933823.43813013,28274336.436484374,3.828343016333416,12.225108498181449,0.05330177856987393,0.0717196954747085,0.030823244104738322,0.07152138742989869,0.054711706441352606,0.07152138742989869,0.0,13.321690293270821,40223919.61298773,0.011892092004691742,0.011892092004691742,0.0,16.245963772281492,35966230.44188027,0.01451976292907341,0.01451976292907341,0.0,20.49490814349357,30008941.792832687,0.01817535316108096,0.01817535316108096,0.0,0.01817535316108096,0.01817535316108096
RS0023,townhouse,44,658285.9677292759,28964582.580088142,19420581.740520135,3.542000793006344,12.559865378203146,0.0539948965191732,0.04908254783611088,0.01921662493457587,0.06963690568963221,0.06525225079730697,0.06963690568963221,0.0,12.422357467247805,23664387.876140658,0.011343871347413343,0.011343871347413343,0.0,15.149216423472932,21481503.329086855,0.013848158195054045,0.013848158195054045,0.05180345678195182,19.111319180381237,18414528.473644737,0.017324472418121736,0.06912792920007356,0.05180345678195182,0.017324472418121736,0.06912792920007356
RS0024,townhouse,14,724773.7550420068,10146832.570588095,7485323.060683507,2.3169201544622435,6.074319082273119,0.07474607770047698,0.04941864738235686,0.02804430127609497,0.08104245720940133,0.0417208346941888,0.08104245720940133,0.0,6.042504301685526,8510747.25023115,0.01149492155400954,0.01149492155400954,0.0,7.368907684982349,7916149.022918219,0.01229492155400954,0.01229492155400954,0.050670998918394584,9.296160464131578,7106034.263971779,0.013294921554009539,0.06396592047240413,0.050670998918394584,0.013294921554009539,0.06396592047240413
RS0025,townhouse,38,859461.5552044447,32659539.0977689,25549117.056152157,5.6221421497236435,7.946694036266103,0.13423941914841087,0.06292741225905517,0.03465602078172163,0.055300351074289135,0.048776713651078704,0.055300351074289135,0.013276362534066494,6.758989543134887,25209917.71568938,0.012684788382968219,0.025961150917034714,0.09010292447732378,8.24267017455474,23247066.891579375,0.013484788382968217,0.103587712860292,0.19550129484005274,10.39844545097675,20554231.589654334,0.014484788382968218,0.20998608322302095,0.19550129484005274,0.014484788382968218,0.20998608322302095
RS0026,suburban_apartment,38,538028.6564025372,20445088.943296414,14250506.27181999,6.312208396502929,5.213240678046659,0.052110916774068594,0.06547501457145533,0.031075902069364985,0.0713260989026098,0.035,0.0713260989026098,0.0,6.0200800754697275,17458772.611561295,0.011042218335481371,0.011042218335481371,0.0,7.341561067646009,16235196.317544041,0.011842218335481372,0.011842218335481372,0.0,9.261661654568812,14562899.398668518,0.012842218335481373,0.012842218335481373,0.0,0.012842218335481373,0.012842218335481373
RS0027,townhouse,16,715328.8795761092,11445262.073217748,8017139.422821792,2.2974612338488756,7.23300011509063,0.09431418799697576,0.04469323303665359,0.02410086078748668,0.07838287583387638,0.04737413470218002,0.07838287583387638,0.0,6.964208912111055,9373475.536276268,0.011886283759939515,0.011886283759939515,0.0,8.49293769769641,8682754.363916121,0.012686283759939515,0.012686283759939515,0.03501122156654223,10.71416755709393,7736449.578159518,0.013686283759939515,0.048697505326481746,0.03501122156654223,0.013686283759939515,0.048697505326481746
RS0028,mixed_stock,42,733141.4446428871,30791940.67500126,18558737.74118975,6.661200708316806,5.170245318110375,0.1370156892155674,0.07400140573365999,0.030579534845579157,0.07376159563650585,0.049942260353358386,0.07376159563650585,0.0,6.305169569138058,23537274.63381917,0.012740313784311348,0.012740313784311348,0.0,7.689231181875681,21663894.593614463,0.013540313784311349,0.013540313784311349,0.0,9.70026087559701,19110597.933286406,0.014540313784311348,0.014540313784311348,0.0,0.014540313784311348,0.014540313784311348
RS0029,suburban_apartment,89,717097.469090764,63821674.74907799,44205588.37212027,4.475978665153317,19.575149798914342,0.04599147195275296,0.0505205346938236,0.018867763381554718,0.06786539675535304,0.056226883195166374,0.06786539675535304,0.0,19.883919620280732,48737668.154917955,0.015847279201730517,0.015847279201730517,0.032033740527043546,24.248682463756992,42789518.024362475,0.019375255978903178,0.05140899650594673,0.22182982629700862,30.590645569662662,34399470.382175766,0.02433898292009422,0.24616880921710285,0.22182982629700862,0.02433898292009422,0.24616880921710285
RS0030,mixed_stock,68,699479.5309477258,47564608.10444535,27340314.736988097,5.3274726751675665,12.746814093906368,0.16175057119185932,0.05304486329517205,0.034569510686021085,0.08811804586981055,0.04966589226437684,0.08811804586981055,0.0,12.764026048779533,32489514.28846057,0.013712527704324394,0.013712527704324394,0.0,15.565885425340895,28896675.525659706,0.016263689814675245,0.016263689814675245,0.12455436621236898,19.63696315196851,23934959.162875853,0.019808113393817505,0.14436247960618648,0.12455436621236898,0.019808113393817505,0.14436247960618648
RS0031,suburban_apartment,45,619031.8732611767,27856434.296752952,18622318.135878082,7.334434164827297,6.230899261487825,0.0452400679292818,0.05206197287474261,0.0273263008785049,0.05518571204006083,0.04467659451212452,0.05518571204006083,0.0,6.135442624299514,24413687.740562562,0.010904801358585636,0.010904801358585636,0.0,7.482247102804286,22796719.031401735,0.011704801358585636,0.011704801358585636,0.0,9.439142498922328,20577335.28290834,0.012704801358585635,0.012704801358585635,0.0,0.012704801358585635,0.012704801358585635
RS0032,suburban_apartment,47,670099.5398712193,31494678.373947307,18183216.48147014,5.1382502400236145,8.012765978810023,0.0916322894446055,0.0483442236389196,0.02205555504092596,0.0632342045538236,0.06500585483785783,0.06500585483785783,0.0,9.147082723589577,25499496.142349817,0.01183264578889211,0.01183264578889211,0.0,11.1549789312068,23425423.21534844,0.012632645788892111,0.012632645788892111,0.0,14.072434959368579,20541235.177749317,0.01492791763849747,0.01492791763849747,0.0,0.01492791763849747,0.01492791763849747
RS0033,townhouse,55,906947.5637677289,49882116.00722509,35053429.99894499,1.940215603055875,28.358113535015463,0.057514672450616026,0.05735362883394373,0.020308375974823156,0.08387720673720178,0.062410125340790254,0.08387720673720178,0.07447939331673656,28.347365062611594,32442671.798952874,0.021367396613144567,0.09584678992988113,0.23376345274175428,34.56995739342877,26859219.17195022,0.0260565168199053,0.2598199695616596,0.43278691975221456,42.0,19882764.002951715,0.02795029344901232,0.4607372132012269,0.43278691975221456,0.02795029344901232,0.4607372132012269
RS0034,suburban_apartment,50,723611.6357321718,36180581.78660859,22456484.92353681,5.734472842263363,9.653086649127978,0.09907410662203309,0.062109326705069974,0.024325599920881274,0.06840331570953362,0.042937170062411475,0.06840331570953362,0.0,8.719197278518331,28671076.09712948,0.011981482132440662,0.011981482132440662,0.0,10.633167412827234,26256086.15382103,0.012781482132440663,0.012781482132440663,0.0,13.414149659258971,22911570.130480174,0.014665325669477518,0.014665325669477518,0.0,0.014665325669477518,0.014665325669477518
RS0035,suburban_apartment,48,730888.233960967,35082635.23012642,24845083.495710135,6.481224971143073,8.417185676344113,0.1460371096981274,0.05262255625546107,0.03360566363726969,0.055765128507094384,0.039782989084450146,0.055765128507094384,0.0,7.406007384979632,26730524.377641063,0.012920742193962548,0.012920742193962548,0.009608845526663988,9.031716323145893,24606350.926302787,0.013720742193962548,0.023329587720626536,0.12728011829944477,11.39385751535328,21682798.329216566,0.014720742193962548,0.14200086049340732,0.12728011829944477,0.014720742193962548,0.14200086049340732
RS0036,metro_apartment,76,898488.7520512106,68285145.155892,54961105.14288089,7.43719311609997,9.038429845576616,0.11302843458599893,0.04503483857404519,0.022267443310218755,0.08285502459735439,0.061125807118582065,0.08285502459735439,0.04060504152745976,10.218909044525933,52729407.18615913,0.01226056869171998,0.05286561021917974,0.12622779622718816,12.462084200641383,48023485.962484255,0.013349371317120842,0.139577167544309,0.24484968430026588,15.721398530039897,41503895.89985278,0.016386442772994912,0.26123612707326077,0.24484968430026588,0.016386442772994912,0.26123612707326077
RS0037,townhouse,53,709426.6163974027,37599610.669062346,22977998.834838293,5.7483428245653485,11.082245834149527,0.11285525907690011,0.06202233233250043,0.020234455380714236,0.05200811135926561,0.04872330727268445,0.05200811135926561,0.0,9.220048563127845,29626817.407497965,0.012257105181538002,0.012257105181538002,0.0,11.243961662351031,27108611.050007954,0.013057105181538003,0.013057105181538003,0.0,14.184690097119761,23596910.605778873,0.015422536492237852,0.015422536492237852,0.0,0.015422536492237852,0.015422536492237852
RS0038,suburban_apartment,23,626709.5724644659,14414320.166682715,9406825.623615291,5.898816459126868,3.0,0.054059789385441016,0.04236027962524049,0.02229509765622025,0.07477727937636618,0.05183081848011827,0.07477727937636618,0.0,3.8990872422235725,12811581.811051056,0.01108119578770882,0.01108119578770882,0.0,4.754984441736064,12065482.86563461,0.01188119578770882,0.01188119578770882,0.0,5.998595757267035,11066703.818827245,0.01288119578770882,0.01288119578770882,0.0,0.01288119578770882,0.01288119578770882
RS0039,townhouse,35,779519.0487862657,27283166.707519297,16158756.017152775,3.364450895545258,10.22769425094365,0.14903946663159384,0.04571910958922949,0.02554737622294002,0.0718253593596534,0.046576936668791036,0.0718253593596534,0.0,10.402886261868815,20187401.50664889,0.012980789332631876,0.012980789332631876,0.0,12.68644666081563,18329486.137681413,0.014209818495641645,0.014209818495641645,0.025269014342910356,16.0044404028751,15750440.179591753,0.017283564584428816,0.04255257892733917,0.025269014342910356,0.017283564584428816,0.04255257892733917
RS0040,suburban_apartment,73,691601.5289674564,50486911.61462432,35213142.65332514,5.647041939876248,13.39569446169359,0.10686235082573725,0.05201761071141628,0.021564725135416185,0.06509759714093957,0.060494605852052366,0.06509759714093957,0.0,12.927121983018203,38469509.82382857,0.012716698255901122,0.012716698255901122,0.016129772500245766,15.76478290611976,34645162.673308305,0.015290236332839595,0.031420008833085364,0.16855081989940499,19.887879973874156,29277938.58787248,0.018867172000186092,0.18741799189959107,0.16855081989940499,0.018867172000186092,0.18741799189959107
RS0041,suburban_apartment,34,740236.9535374914,25168056.42027471,18859915.255251896,6.9282461870513,4.810873440875809,0.0737884548454602,0.04601951536701935,0.03350049328640617,0.07487764555967877,0.04903956366830514,0.07487764555967877,0.0,4.907446860584293,21354167.378322985,0.011475769096909205,0.011475769096909205,0.0,5.984691293395479,19977414.881567206,0.012275769096909205,0.012275769096909205,0.039363909213356495,7.549918247052758,18117515.263372563,0.013275769096909204,0.0526396783102657,0.039363909213356495,0.013275769096909204,0.0526396783102657
RS0042,suburban_apartment,36,746267.051088261,26865613.839177392,15066419.81438321,5.588013911311437,6.014206946490202,0.1413274199491449,0.06274164827658561,0.029297935982136987,0.08939609097280554,0.056479726617835554,0.08939609097280554,0.0,6.442360482877046,20416321.044996116,0.012826548398982899,0.012826548398982899,0.0,7.8565371742403,18784784.781019602,0.0136265483989829,0.0136265483989829,0.0,9.91132381981084,16567333.828880649,0.014626548398982898,0.014626548398982898,0.0,0.014626548398982898,0.014626548398982898
RS0043,townhouse,14,682843.4034082192,9559807.64771507,7253364.623386229,3.156886485143933,3.3716670918482654,0.09176213300797617,0.05753479529893416,0.031313397531762766,0.05734969503521278,0.06188628393179144,0.06188628393179144,0.0,4.434749258765854,8000439.203711056,0.011835242660159524,0.011835242660159524,0.0,5.408230803372994,7488146.685730726,0.012635242660159524,0.012635242660159524,0.06276162040328225,6.822691167332083,6798131.706246667,0.013635242660159523,0.07639686306344176,0.06276162040328225,0.013635242660159523,0.07639686306344176
RS0044,mixed_stock,52,1093850.3476929618,56880218.08003402,42156821.27910935,4.618425597166521,11.85231635334255,0.06040541290790789,0.07779573988424493,0.03000892905904578,0.0712203419676338,0.05846262281647987,0.0712203419676338,0.0,11.25924818013802,44610865.53253999,0.011208108258158158,0.011208108258158158,0.045910714053899966,13.730790463582952,40221371.5119428,0.013089852297897503,0.05900056635179747,0.1911062244300212,17.321920277135415,34100390.33048759,0.01633430843136779,0.207440532861389,0.1911062244300212,0.01633430843136779,0.207440532861389
RS0045,townhouse,24,869134.4093435407,20859225.824244976,14501788.594846597,3.0460773818823865,7.3806188643462685,0.14419460419936214,0.05031780159151781,0.029645026610763542,0.05002855688928168,0.054912963620040674,0.054912963620040674,0.0,7.878985656355422,15973308.765195018,0.012883892083987243,0.012883892083987243,0.0,9.608519093116367,14690615.655294392,0.013683892083987244,0.013683892083987244,0.10912511650766925,12.121516394392957,12919279.224864373,0.01475983983048284,0.1238849563381521,0.10912511650766925,0.01475983983048284,0.1238849563381521
RS0046,mixed_stock,74,639773.5289838589,47343241.14480556,32396834.42707056,4.856152644771054,15.162335928688135,0.17321219353306197,0.04624039220813915,0.018212708888260074,0.05461860025639698,0.060932597706693147,0.060932597706693147,0.0,15.23840072854398,32931822.141645335,0.015488244326001228,0.015488244326001228,0.0978767338632138,18.58341552261461,29225938.085841574,0.018378878572295372,0.11625561243550916,0.25867942282761947,23.443693428529198,24016439.996033996,0.022416552263491988,0.28109597509111145,0.25867942282761947,0.022416552263491988,0.28109597509111145
RS0047,metro_apartment,88,756598.4602385293,66580664.50099058,37052243.50428268,4.598884268018061,17.215745491521776,0.170216192206796,0.06915418435134994,0.02715776169459679,0.07277841415311354,0.05473875207387894,0.07277841415311354,0.0,19.135076003537822,41212128.33268743,0.01786374634634706,0.01786374634634706,0.054459398726822955,23.335458540899783,35034400.60155962,0.021288985432198284,0.07574838415902124,0.2851653573963391,29.438578466981266,26486227.24304773,0.02610343538599921,0.31126879278233827,0.2851653573963391,0.02610343538599921,0.31126879278233827
RS0048,metro_apartment,22,904182.9584770461,19892025.086495016,14937171.010968197,5.330484773003919,3.0,0.17090548283428675,0.05499524993094877,0.0235713826386258,0.06160151045178937,0.05680805778736559,0.06160151045178937,0.0,4.127204360740011,15328813.56185617,0.013418109656685735,0.013418109656685735,0.04307871434973737,5.03317604968294,14293696.88779352,0.014218109656685737,0.05729682400642311,0.13580173192670858,6.349545170369247,12908677.317593291,0.015218109656685734,0.15101984158339432,0.13580173192670858,0.015218109656685734,0.15101984158339432
RS0049,townhouse,37,726527.2542365424,26881508.40675207,16690236.388812747,3.4108100225081968,10.420847001158947,0.13248972819726573,0.0606785917675315,0.019104831104534526,0.06858507252343911,0.06543035751360264,0.06858507252343911,0.0,10.847863045972705,20090294.38002321,0.012649794563945315,0.012649794563945315,0.0,13.22910127557647,18158149.29628251,0.014217982861180608,0.014217982861180608,0.07317029777335435,16.68902007072724,15469006.822335644,0.017380432108149838,0.09055072988150419,0.07317029777335435,0.017380432108149838,0.09055072988150419
RS0050,metro_apartment,97,946890.068192604,91848336.61468259,62341954.10623309,3.0090300810379,32.18708938470425,0.14467304648941348,0.06358605829199925,0.0343953008632782,0.06364338589635099,0.05108766987850349,0.06364338589635099,0.18848148245977894,32.23630119594615,50591650.17685077,0.025541149177254613,0.21402263163703356,0.3600962632418369,39.312562434080675,39892849.38938446,0.02869346092978827,0.38878972417162516,0.5123831040588377,42.0,30398990.148187775,0.029693460929788272,0.542076564988626,0.5123831040588377,0.029693460929788272,0.542076564988626
RS0051,suburban_apartment,13,478634.87399601727,6222253.361948225,3963432.23614496,6.1560181325561425,3.0,0.0755071343931568,0.06201069670493776,0.02991971784903369,0.07057405037932536,0.052688622191097385,0.07057405037932536,0.0,2.111754663497402,5432768.678490397,0.011510142687863135,0.011510142687863135,0.0,2.5753105652407338,5140210.882765827,0.012310142687863136,0.012310142687863136,0.0,3.248853328457541,4757783.814340733,0.013310142687863135,0.013310142687863135,0.0,0.013310142687863135,0.013310142687863135
RS0052,suburban_apartment,77,519329.3609484356,39988360.79302954,22587549.65466621,4.980137050660488,16.10511863863514,0.15220272315606795,0.050107780114931305,0.033873126784349825,0.06889882526843845,0.05487577970537083,0.06889882526843845,0.0,15.461421887935376,27500605.300464414,0.015207443143080968,0.015207443143080968,0.0,18.855392546262653,24291631.928273115,0.01812867480453552,0.01812867480453552,0.12324744756496349,23.786802904515962,19803691.81298173,0.022210806278443837,0.14545825384340733,0.12324744756496349,0.022210806278443837,0.14545825384340733
