case_id,segment,no_income_asset_flag,zoning_stage,gross_land_value,ead,liquidity_risk,market_depth,time_to_sell_months,value_haircut_base,holding_cost_rate_pa,selling_cost_rate,contract_rate_proxy,cost_of_funds_proxy,discount_rate,lgd_base,time_to_sell_base,recovery_pv_base,final_overlay_addon_base,lgd_final_base,lgd_mild_downturn,time_to_sell_mild_downturn,recovery_pv_mild_downturn,final_overlay_addon_mild_downturn,lgd_final_mild_downturn,lgd_severe_downturn,time_to_sell_severe_downturn,recovery_pv_severe_downturn,final_overlay_addon_severe_downturn,lgd_final_severe_downturn,lgd_downturn,final_overlay_addon,lgd_final
LAND0019,broadacre_subdivision,1,raw_land,152756264.48499945,115517460.78808601,0.8156029981584492,0.6014966329458031,27.619818029556495,0.339183930245303,0.07024284494927062,0.02320786254835997,0.07660936650134362,0.04804264422768541,0.07660936650134362,0.5684577371103495,27.619818029556495,49850666.43175711,0.03774202757964194,0.6061997646899915,0.707500402651796,33.14378163546779,33788810.76720209,0.03995161302200646,0.7474520156738025,0.8925056781506708,40.04873614285692,12417471.109171778,0.04271359482496211,0.9352192729756329,0.8925056781506708,0.04271359482496211,0.9352192729756329
LAND0020,infill_land,1,da_approved,11768491.781860027,10437140.209899237,0.4420892830606546,0.3742992354439537,31.63450978009893,0.13805804990612164,0.07724407514863,0.026175670493283506,0.08531568949511983,0.07278698438080794,0.08531568949511983,0.49184871051646123,31.63450978009893,5303646.25618079,0.03460399874792522,0.5264527092643865,0.6285361666297217,37.96141173611871,3877020.111792242,0.037134759530333135,0.6656709261600549,0.8061959843527873,45.87003918114345,2022759.684551464,0.04029821050834303,0.8464941948611303,0.8061959843527873,0.04029821050834303,0.8464941948611303
LAND0021,infill_land,1,titled,28590568.338533103,20787794.00803362,0.34236614932525633,0.44000773169962715,30.87622671551457,0.14674836517427525,0.053318320062875346,0.03352577123443375,0.048597071556282956,0.05435599696135589,0.05435599696135589,0.2539939248608591,30.87622671551457,15507820.61873411,0.03151772089231543,0.2855116457531745,0.4143775872345219,37.051472058617485,12173798.083056396,0.033987819029556596,0.4483654062640785,0.6352806301639687,44.77052873749612,7581711.130891248,0.03707544170110805,0.6723560718650767,0.6352806301639687,0.03707544170110805,0.6723560718650767
LAND0022,regional_land,1,raw_land,48615530.643672526,25948337.937098313,0.20543112048100337,0.13609209082472284,22.90177726259416,0.40762477447804346,0.047786808527400526,0.03248124129366187,0.0677134902208483,0.04824217418265643,0.0677134902208483,0.3379647559634269,22.90177726259416,17178714.23853035,0.029236228224761053,0.367200984188188,0.5097353340655302,27.48213271511299,12721553.230286233,0.031068370405768587,0.5408037044712988,0.7473122612156913,33.20757703076153,6556826.838536467,0.033358548132028,0.7806708093477193,0.7473122612156913,0.033358548132028,0.7806708093477193
LAND0023,masterplan_stage,1,da_approved,175606809.61977097,128154080.68217209,0.3935327965369531,0.596060406763099,33.38695071681972,0.32643893552258685,0.04230893486190537,0.024210757964165764,0.07768857939847268,0.05085450494574645,0.07768857939847268,0.47041430798511075,33.38695071681972,67868567.50260006,0.031672711336309764,0.5020870193214205,0.6157518155712539,40.06434086018366,49242972.82925966,0.03434366739365534,0.6500954829649093,0.8098702660060629,48.41107853938859,24365901.270338923,0.036717931049581876,0.8465881970556448,0.8098702660060629,0.036717931049581876,0.8465881970556448
LAND0024,masterplan_stage,1,da_approved,144193659.66735816,85693635.25289558,0.2802332682668302,0.7558497040870551,35.94921589833593,0.17591809251958465,0.05343904412820574,0.02822824472121096,0.05583203923371381,0.03882008859465361,0.05583203923371381,0.14391166977220055,35.94921589833593,73361321.11480147,0.028514155275626313,0.17242582504782686,0.3524249835049977,43.139059078003115,55493057.262410566,0.031390092547493184,0.3838150760524909,0.6349066242298597,52.126363052587095,31286178.57649475,0.03253446891629194,0.6674410931461516,0.6349066242298597,0.03253446891629194,0.6674410931461516
LAND0025,broadacre_subdivision,1,rezoning_pending,20424602.505519744,12827215.034905262,0.5564034047623434,0.8507737089096838,24.91009581339175,0.31449111696500315,0.07352766369735413,0.021989091217565253,0.05589844370147838,0.048865309027867836,0.05589844370147838,0.34941713232773414,24.91009581339175,8345166.341657469,0.02848282191368736,0.3778999542414215,0.5196722184274079,29.892114976070097,6161267.741470645,0.0304756295787587,0.5501478480061666,0.7528013397263704,36.11963892941804,3170870.37167034,0.03296663916009788,0.7857679788864683,0.7528013397263704,0.03296663916009788,0.7857679788864683
LAND0026,regional_land,1,rezoning_pending,40126227.86180675,32879822.13097026,0.46848882319911855,0.5268370409281998,26.269234637623352,0.3989929543874951,0.07345619765933543,0.03401599885532009,0.057102030786899544,0.035,0.057102030786899544,0.6322178333841407,26.269234637623352,12092612.22127232,0.031155425827893317,0.663373259212034,0.7602135557424514,31.523081565148022,7884135.636606011,0.033256964598903184,0.7934705203413546,0.9338622097833891,38.09039022455386,2174598.7784575936,0.03588388806266552,0.9697460978460546,0.9338622097833891,0.03588388806266552,0.9697460978460546
LAND0027,infill_land,1,raw_land,10417138.802960893,7619726.342015895,0.4186081111925032,0.1726009519605738,34.21847634692387,0.27857418964338265,0.07811376867547605,0.025595934154000233,0.05266695946068608,0.06300420146245393,0.06300420146245393,0.5521263241501876,34.21847634692387,3412674.845768303,0.03758834133909272,0.5897146654892803,0.7176309436362341,41.062171616308646,2151574.936945158,0.040325819446846635,0.7579567630830808,0.9347681214522392,49.61679070303961,497049.06330955453,0.04230095080032317,0.9770690722525623,0.9347681214522392,0.04230095080032317,0.9770690722525623
LAND0028,masterplan_stage,1,rezoning_pending,128635517.33499688,78174239.29058999,0.5386369209388869,0.5762008379024666,21.42286173645699,0.3401477884349926,0.05183908759931394,0.018160830545397858,0.07702129087239239,0.05133096865978312,0.07702129087239239,0.30724819092450345,21.42286173645699,54155345.69165698,0.030027473058530936,0.3372756639830344,0.46022011299202614,25.70743408374839,42196882.05120897,0.0317413019974475,0.49196141498947366,0.6707794442341387,31.063149517862634,25736566.505821463,0.033883588171093194,0.7046630324052319,0.6707794442341387,0.033883588171093194,0.7046630324052319
LAND0029,regional_land,1,raw_land,33025592.280680284,25676109.411905907,0.3782361523928429,0.18689291361309507,26.800834707597772,0.4167708277365886,0.08929509509377401,0.021804920217060653,0.09833274371868099,0.0568408832365099,0.09833274371868099,0.7048442634805443,26.800834707597772,7578450.984425219,0.033642341967538826,0.7384866054480831,0.8368860471457112,32.161001649117324,4188131.700095182,0.03578640874414665,0.8726724558898579,1.0,38.86121032601677,0.0,0.03846649221490643,1.0,1.0,0.03846649221490643,1.0
LAND0030,broadacre_subdivision,1,raw_land,60757712.89956642,33285824.40089725,0.5723424928580737,0.5916995043821408,24.320436732143104,0.3657480845483486,0.06969067327579188,0.03063283338996308,0.07951259056518707,0.06439524751944649,0.07951259056518707,0.38710418243907696,24.320436732143104,20400742.559377242,0.03167463049743303,0.41877881293651,0.5690622307742427,29.184524078571723,14344118.914162943,0.03362026543600447,0.6026824962102472,0.8134449878334151,35.2646332616075,6209637.376084195,0.036052309109218784,0.8494972969426339,0.8134449878334151,0.036052309109218784,0.8494972969426339
LAND0031,masterplan_stage,1,raw_land,83412849.40417159,61145953.497650206,0.5097191389263991,0.476668217176203,22.410174195476607,0.31360550394152775,0.0777249195990272,0.028111286470504447,0.07551252085460024,0.07556300452959955,0.07556300452959955,0.47497804131311133,22.410174195476607,32102968.271113724,0.03103843385060419,0.5060164751637155,0.6130877691599989,26.892209034571927,23658117.274614807,0.032831247786242315,0.6459190169462412,0.7997629083137777,32.49475258344108,12243687.896750461,0.03507226520578998,0.8348351735195677,0.7997629083137777,0.03507226520578998,0.8348351735195677
LAND0032,infill_land,1,titled,12690548.346204933,9061125.793809982,0.5724076991155846,0.41363925994564216,26.203128235417644,0.1700048898021182,0.06848786492631123,0.026042562640170516,0.10422604451042686,0.045521620502140155,0.10422604451042686,0.35322025188658523,26.203128235417644,5860552.658544386,0.034565734157131045,0.3877859860437163,0.5047001782878301,31.44375388250117,4487973.990185628,0.03666198441596445,0.5413621627037946,0.7032510420416479,37.99453594135558,2688879.637242658,0.039282297239506214,0.7425333392811542,0.7032510420416479,0.039282297239506214,0.7425333392811542
LAND0033,masterplan_stage,1,da_approved,148414423.28859586,109236984.7216516,0.5271971210379767,0.12800711330907294,23.740651878438456,0.24003798706935042,0.06611828690976766,0.028957224687762392,0.089553537914906,0.0499524147696066,0.089553537914906,0.4201591347966012,23.740651878438456,63340067.73321292,0.03610411781242604,0.4562632526090273,0.5579770542369764,28.488782254126146,48285253.77293485,0.038003369962701115,0.5959804241996776,0.7427597144457234,34.42394522373576,28100153.142885808,0.04037743515054496,0.7831371495962683,0.7427597144457234,0.04037743515054496,0.7831371495962683
LAND0034,masterplan_stage,1,da_approved,48906624.341385126,37796737.9269718,0.40928739973518496,0.34567557892776685,22.093544816491956,0.27056933506680825,0.07520160285245221,0.033119192347278364,0.08476427045300337,0.05802971736258847,0.08476427045300337,0.458795433867633,22.093544816491956,20455767.150985554,0.03047505897416728,0.4892704928418003,0.5893620913814174,26.512253779790345,15520773.414936366,0.03224254255948664,0.621604633940904,0.7651481415861144,32.035639983913335,8876634.144131923,0.03445189704113583,0.7996000386272503,0.7651481415861144,0.03445189704113583,0.7996000386272503
LAND0035,broadacre_subdivision,1,rezoning_pending,98311697.93050787,59615577.889269404,0.557036404173374,0.5507619301537555,38.64585318120491,0.23610748767538203,0.050119311411269456,0.030353731255813626,0.0771865837063665,0.035,0.0771865837063665,0.35023702602397194,38.64585318120491,38735995.18463123,0.03758992619410438,0.38782695221807634,0.5434803614144165,46.37502381744589,27215682.072079975,0.04053158492162241,0.5840119463360389,0.7954884276170117,56.036487112747125,12192075.572655002,0.04053158492162241,0.8360200125386341,0.7954884276170117,0.04053158492162241,0.8360200125386341
LAND0036,masterplan_stage,1,rezoning_pending,61687789.004075505,46915124.64291398,0.2986433419558595,0.5509003480794709,19.158197576802497,0.22733338510605794,0.05938491102577609,0.014496230114920931,0.08167729358760373,0.06499854663719193,0.08167729358760373,0.28948730131484846,19.158197576802497,33333791.81918707,0.024625341692884536,0.314112643007733,0.4150803218822697,22.989837092162997,27441579.604986444,0.026157997499028737,0.4412383193812984,0.5880890780199879,27.77938648636362,19324852.246469885,0.02807381725670899,0.6161628952766969,0.5880890780199879,0.02807381725670899,0.6161628952766969
LAND0037,regional_land,1,rezoning_pending,22405407.37854588,14419283.833161246,0.5097745437480559,0.6812412198124507,46.93268080509303,0.24262852757632625,0.11370682919292016,0.02765599832337121,0.09597039281311352,0.05365876318462432,0.09597039281311352,0.7555906247830881,46.93268080509303,3524208.1527382573,0.03802059623721171,0.7936112210202999,0.9616918385492823,56.31921696611163,552376.253084464,0.03802059623721171,0.9997124347864941,1.0,68.0523871673849,0.0,0.03802059623721171,1.0,1.0,0.03802059623721171,1.0
LAND0038,masterplan_stage,1,raw_land,68875174.6401838,47301972.52853552,0.5405220105774259,0.95,43.010042441107714,0.2634781509155649,0.07439873248422327,0.016457644984000413,0.078631790493775,0.05481768843508781,0.078631790493775,0.5480083587028667,43.010042441107714,21380096.199764684,0.0342144571879916,0.5822228158908582,0.734332156178474,51.61205092932926,12566613.050161084,0.035410440211548516,0.7697425963900225,0.9667407375126705,62.364561539606186,1573228.7204950089,0.035410440211548516,1.0,0.9667407375126705,0.035410440211548516,1.0
LAND0039,broadacre_subdivision,1,da_approved,83045220.1954897,67370102.27073789,0.8165909746180442,0.46802585525545515,28.361791887421244,0.23941504513137082,0.06251915379346291,0.017447665158485788,0.0849161445584786,0.046356197992922135,0.0849161445584786,0.4935568550556522,28.361791887421244,34119126.46921484,0.03966022598426392,0.5332170810399162,0.6261379689880473,34.03415026490549,25187123.264421035,0.041929169335257616,0.6680671383233049,0.8021274930755072,41.124598236760804,13330691.028070366,0.04476534852399974,0.846892841599507,0.8021274930755072,0.04476534852399974,0.846892841599507
LAND0040,broadacre_subdivision,1,da_approved,20163599.916364368,16122674.455786213,0.5509229941035606,0.8345789098789838,42.07757570904554,0.2153360813584369,0.07656962344709557,0.01905508235724,0.055367171273518576,0.06033294702005344,0.06033294702005344,0.5487252853726156,42.07757570904554,7275755.314065144,0.035434543247141626,0.5841598286197571,0.7184197401897279,50.49309085085465,4539826.86209672,0.03700351296352341,0.7554232531532513,0.9365134077998687,61.01248477811603,1023573.6583499749,0.03700351296352341,0.9735169207633921,0.9365134077998687,0.03700351296352341,0.9735169207633921
LAND0041,infill_land,1,rezoning_pending,33546986.488123514,26108626.995368995,0.5605666967340713,0.05,37.51110482515957,0.29466148535846814,0.048950375227342,0.023821969441489347,0.08713405911155434,0.054722381608417324,0.08713405911155434,0.5777894753951557,37.51110482515957,11023337.100426944,0.04321577586474525,0.6210052512599009,0.7180725300666186,45.01332579019148,7360739.152238759,0.046216664250758016,0.7642891943173766,0.8991577113386073,54.391101996481375,2632853.7000196264,0.04661133393468142,0.9457690452732888,0.8991577113386073,0.04661133393468142,0.9457690452732888
LAND0042,broadacre_subdivision,1,da_approved,153451290.28292152,114099594.80901362,0.39132943676257576,0.05606144361752141,49.67463756319439,0.1987225602522713,0.05837414124432353,0.02468976277811291,0.07618771885584724,0.046833302629251755,0.07618771885584724,0.5563976353685816,49.67463756319439,50614850.060765155,0.04315385141184126,0.5995514867804228,0.7308614912119099,59.60956507583326,30708594.80022323,0.04315385141184126,0.7740153426237512,0.9469807018255154,72.0,6049480.438766964,0.04315385141184126,0.9901345532373567,0.9469807018255154,0.04315385141184126,0.9901345532373567
LAND0043,broadacre_subdivision,1,titled,99918014.2977937,60921899.05761777,0.4699232011563735,0.1748559927645163,33.010056851522066,0.14875663880817375,0.08037064230711438,0.025464426639023433,0.06239740242316739,0.08004414016887831,0.08004414016887831,0.3131468109881269,33.010056851522066,41844400.64838419,0.0381042148505621,0.351251025838689,0.515417164353659,39.612068221826476,29521706.598300565,0.040745019398683864,0.5561621837523429,0.7775657939354952,47.864582434706996,13551114.248823112,0.04330019210995327,0.8208659860454485,0.7775657939354952,0.04330019210995327,0.8208659860454485
LAND0044,infill_land,1,rezoning_pending,11511734.735996548,6220587.733889184,0.5396384426068918,0.615801585658116,22.5251984734764,0.31495628952769517,0.06717296529962563,0.030377899356770995,0.060409687908487136,0.061911898979883084,0.061911898979883084,0.23561556241896345,22.5251984734764,4754920.456392379,0.030013229213631004,0.26562879163259445,0.420531305193858,27.03023816817168,3604635.855083862,0.03181524509150912,0.45234655028536713,0.6750332608952202,32.661537786540784,2021484.11119716,0.03406776493885676,0.709101025834077,0.6750332608952202,0.03406776493885676,0.709101025834077
LAND0045,broadacre_subdivision,1,titled,31239197.18002042,19162573.181067795,0.05,0.3240047308651274,30.218800232169865,0.1599130084826906,0.07839829535333874,0.02750177057792314,0.06852450762783696,0.05226709357746628,0.06852450762783696,0.2127875047024131,30.218800232169865,15085017.050190996,0.026799463322486415,0.2395869680248995,0.4117656010076474,36.262560278603836,11272084.718312388,0.029216967341060003,0.4409825683487074,0.676512501253875,43.81726033664631,6198852.867883199,0.032238847364277,0.7087513486181519,0.676512501253875,0.032238847364277,0.7087513486181519
LAND0046,regional_land,1,raw_land,53817758.80425645,46120240.41978854,0.6730159476614161,0.48066521217266833,42.46563916223233,0.39823786140618067,0.06863354756763948,0.039352245922412495,0.08108364954232986,0.057709170686526104,0.08108364954232986,0.7923140219642086,42.46563916223233,9578527.23882962,0.04227859207204923,0.8345926140362578,0.9240726267007072,50.95876699467879,3501788.7110064216,0.04369233640715631,0.9677649631078635,1.0,61.57517678523688,0.0,0.04369233640715631,1.0,1.0,0.04369233640715631,1.0
LAND0047,broadacre_subdivision,1,raw_land,91498809.01603597,56491718.06644218,0.5375774671692602,0.5247920939455137,26.29315679192269,0.3249655801233377,0.05282996060962668,0.026038479049477016,0.06611614797442886,0.06977426647379804,0.06977426647379804,0.3548970057176378,26.29315679192269,36442976.47681686,0.03257130693280812,0.38746831265044596,0.5181120108071127,31.551788150307228,27222680.425089326,0.03467475947616193,0.5527867702832746,0.7409097356718809,38.1250773482879,14636454.166184079,0.0373040751553542,0.7782138108272351,0.7409097356718809,0.0373040751553542,0.7782138108272351
LAND0048,infill_land,1,da_approved,60839704.206846826,42209040.182273865,0.2764320595774587,0.6756850829094606,15.321278013488238,0.17091347506126617,0.05760101235876215,0.03213406567223837,0.07317778183418402,0.05606495206029743,0.07317778183418402,0.10195002773454688,15.321278013488238,37905827.36504244,0.021420420196635648,0.12337044793118253,0.23033251442701513,18.385533616185885,32486925.82553981,0.02237463364311,0.2527071480701251,0.41032591096903276,22.215853119557945,24889577.31835383,0.023906761444458826,0.43423267241349156,0.41032591096903276,0.023906761444458826,0.43423267241349156
LAND0049,broadacre_subdivision,1,da_approved,109980313.04767515,63929470.61509927,0.23180107240516867,0.3643556354451942,34.56802491417296,0.29338415125357054,0.09061255685717204,0.021130157580524417,0.0761650271352016,0.05112230675989456,0.0761650271352016,0.48788519704458017,34.56802491417296,32739228.247095868,0.031690963788430226,0.5195761608330104,0.6994492841284489,41.48162989700755,19214048.15865738,0.034456405781564066,0.7339056899100129,0.9696448595419219,50.12363612555079,1940588.059931914,0.03626375382276105,1.0,0.9696448595419219,0.03626375382276105,1.0
