loan_id,source_product,source_loan_id,product_type,security_type,property_type,property_value,current_lvr,loan_stage,industry,ead,pd_score_band,dscr,conduct_classification,house_price_decline,unemployment_shock,rate_shock,value_decline,cashflow_weakness,recovery_delay,grv_decline,cost_overrun,sell_through_delay,lgd_base,lgd_adj_lvr,lgd_adj_stage,lgd_adj_industry,lgd_adj_pd_band,lgd_adj_dscr,lgd_adj_conduct,lgd_adjusted,downturn_scalar,lgd_downturn,lgd_final
MTG-41,Mortgage,41,property,residential,Townhouse,6558168.02,0.2366,,,1551370.45,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-42,Mortgage,42,property,residential,Unit,1813956.29,0.6746,,,1223758.21,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-43,Mortgage,43,property,residential,House,1001892.65,0.9466,,,948362.76,,,,0.32088447857244323,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2267714810004262,0.30669287025010655,0.30669287025010655
MTG-44,Mortgage,44,property,residential,Unit,2214778.66,0.1443,,,319689.05,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-45,Mortgage,45,property,residential,Unit,2843567.0,0.411,,,1168659.68,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-46,Mortgage,46,property,residential,House,1841101.73,0.6172,,,1136393.77,,,,0.03306057887375114,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1058854431269756,0.24329479748793462,0.24329479748793462
MTG-47,Mortgage,47,property,residential,House,1258887.95,0.1863,,,234501.29,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-48,Mortgage,48,property,residential,Unit,1399881.79,0.7423,,,1039149.3,,,,0.25213815995258493,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1978980271800859,0.2635375659796189,0.2635375659796189
MTG-49,Mortgage,49,property,residential,House,1650397.81,0.5864,,,967746.76,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-50,Mortgage,50,property,residential,Unit,1136372.81,0.1735,,,197155.7,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-51,Mortgage,51,property,residential,House,2820666.58,0.2723,,,767928.22,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-52,Mortgage,52,property,residential,Unit,3139832.22,0.1737,,,545310.66,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-53,Mortgage,53,property,residential,Unit,597370.36,0.8852,,,528788.19,,,,0.1543637378388457,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.1568327698923153,0.28920819247307883,0.28920819247307883
MTG-54,Mortgage,54,property,residential,Unit,6313110.99,0.3073,,,1939902.45,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-55,Mortgage,55,property,residential,Unit,2247351.93,0.4109,,,923492.01,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-56,Mortgage,56,property,residential,House,1667311.53,0.9667,,,1611784.69,,,,0.06770668384151597,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.1204368072134367,0.2801092018033592,0.2801092018033592
MTG-57,Mortgage,57,property,residential,House,1236440.57,0.7635,,,944044.65,,,,0.07998515791822317,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.1255937663256539,0.24763062859164386,0.24763062859164386
MTG-58,Mortgage,58,property,residential,House,6212313.75,0.0975,,,605621.24,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-59,Mortgage,59,property,residential,Unit,886728.23,0.9028,,,800520.26,,,,0.4931802680160548,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-60,Mortgage,60,property,residential,Unit,5242693.97,0.1817,,,952562.9,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-61,Mortgage,61,property,residential,Unit,397888.18,1.0073,,,400806.36,,,,0.17772531192084898,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.1666446310067566,0.29166115775168916,0.29166115775168916
MTG-62,Mortgage,62,property,residential,House,2200642.55,0.4491,,,988248.06,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-63,Mortgage,63,property,residential,House,2936358.32,0.3276,,,962062.75,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-64,Mortgage,64,property,residential,House,3055001.44,0.2013,,,615035.33,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-65,Mortgage,65,property,residential,House,383358.69,0.778,,,298239.6,,,,0.16969205814324007,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.163270664420161,0.2559195461724354,0.2559195461724354
MTG-66,Mortgage,66,property,residential,Unit,1738339.36,0.7138,,,1240864.75,,,,0.1480808855237715,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.154193971919984,0.25392267382239647,0.25392267382239647
MTG-67,Mortgage,67,property,residential,House,802353.22,0.5176,,,415260.15,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-68,Mortgage,68,property,residential,House,1304142.88,0.4135,,,539237.72,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-69,Mortgage,69,property,residential,Townhouse,498608.0,1.0674,,,532212.73,,,,0.2918693562247023,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.214585129614375,0.30364628240359376,0.30364628240359376
MTG-70,Mortgage,70,property,residential,House,195948.54,4.2,,,822988.47,,,,0.8151363276200772,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-71,Mortgage,71,property,residential,House,2561895.24,0.3612,,,925264.94,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-72,Mortgage,72,property,residential,Unit,2450467.95,0.4782,,,1171933.62,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-73,Mortgage,73,property,residential,House,314977.09,1.3953,,,439500.39,,,,0.601544356892242,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-74,Mortgage,74,property,residential,Unit,2462133.62,0.6445,,,1586911.23,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-75,Mortgage,75,property,residential,Unit,786978.67,1.186,,,933343.19,,,,0.6488428350567103,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-76,Mortgage,76,property,residential,Townhouse,2236068.41,0.7178,,,1605105.45,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-77,Mortgage,77,property,residential,House,1926014.5,0.32,,,616386.62,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-78,Mortgage,78,property,residential,Townhouse,402848.23,1.7813,,,717578.51,,,,0.694849995938764,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-79,Mortgage,79,property,residential,House,3275311.68,0.3879,,,1270396.58,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-80,Mortgage,80,property,residential,House,5881914.48,0.2095,,,1232221.73,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-81,Mortgage,81,property,residential,House,549228.17,0.3633,,,199551.5,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-82,Mortgage,82,property,residential,Townhouse,273170.9,1.1746,,,320857.15,,,,0.4427243059918802,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-83,Mortgage,83,property,residential,House,2341497.47,0.3821,,,894752.04,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-84,Mortgage,84,property,residential,House,5223665.01,0.2223,,,1161291.42,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-85,Mortgage,85,property,residential,Unit,994370.42,1.1266,,,1120298.33,,,,0.3406944888210345,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2350916853048346,0.30877292132620865,0.30877292132620865
MTG-86,Mortgage,86,property,residential,House,3646127.87,0.2238,,,816104.04,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-87,Mortgage,87,property,residential,House,400358.18,0.588,,,235406.3,,,,0.3058597778709983,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2204611067058193,0.24409222134116387,0.24409222134116387
MTG-88,Mortgage,88,property,residential,House,2652123.62,0.367,,,973378.29,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-89,Mortgage,89,property,residential,House,4049564.76,0.2699,,,1093047.4,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-90,Mortgage,90,property,residential,House,898129.87,0.9658,,,867442.01,,,,0.23098934190614562,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.189015523600581,0.29725388090014526,0.29725388090014526
MTG-91,Mortgage,91,property,residential,House,451148.85,2.9501,,,1330919.49,,,,0.7763894879882659,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-92,Mortgage,92,property,residential,Unit,4259414.46,0.4655,,,1982835.25,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-93,Mortgage,93,property,residential,House,1373873.09,0.3802,,,522379.24,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-94,Mortgage,94,property,residential,House,1496294.66,0.6918,,,1035066.7,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-95,Mortgage,95,property,residential,Unit,2277932.88,0.2072,,,471899.68,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-96,Mortgage,96,property,residential,House,1892707.95,0.8333,,,1577245.06,,,,0.07881151269056288,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.1251008353300367,0.28127520883250917,0.28127520883250917
MTG-97,Mortgage,97,property,residential,Unit,1633682.83,0.5945,,,971167.6,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-98,Mortgage,98,property,residential,House,1744498.79,0.5633,,,982610.38,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-99,Mortgage,99,property,residential,House,1953575.32,0.6118,,,1195142.91,,,,0.05419476312411389,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.114761800512128,0.24524759611266816,0.24524759611266816
MTG-100,Mortgage,100,property,residential,House,1761142.75,0.3405,,,599581.4,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-101,Mortgage,101,property,residential,House,1659786.86,1.0112,,,1678374.16,,,,0.2837854504035081,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2111898891694735,0.30279747229236836,0.30279747229236836
MTG-102,Mortgage,102,property,residential,House,1373624.95,0.418,,,574155.9,,,,0.08180890600574443,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1263597405224126,0.22527194810448253,0.22527194810448253
MTG-103,Mortgage,103,property,residential,House,782436.99,0.6877,,,538048.43,,,,0.0,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.092,0.24024,0.24024
MTG-104,Mortgage,104,property,residential,House,6610053.36,0.1451,,,959067.06,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-105,Mortgage,105,property,residential,House,1206101.09,0.7476,,,901641.71,,,,0.4132356567724078,0.02,0.01,,,,,,,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.22,1.2600000000000002,0.27720000000000006,0.27720000000000006
MTG-106,Mortgage,106,property,residential,House,1680725.19,0.3619,,,608300.28,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-107,Mortgage,107,property,residential,House,4553010.41,0.1871,,,851724.91,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-108,Mortgage,108,property,residential,House,380232.42,3.2257,,,1226498.88,,,,0.8345526514571353,0.02,0.01,,,,,,,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.25,1.2600000000000002,0.31500000000000006,0.31500000000000006
MTG-109,Mortgage,109,property,residential,House,1452841.23,0.4259,,,618731.73,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-110,Mortgage,110,property,residential,Unit,2614809.2,0.4952,,,1294926.86,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-111,Mortgage,111,property,residential,House,1241840.81,0.3968,,,492716.44,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-112,Mortgage,112,property,residential,Unit,816622.49,0.4218,,,344439.72,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-113,Mortgage,113,property,residential,Unit,1166175.32,0.2929,,,341561.55,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
MTG-114,Mortgage,114,property,residential,House,3170496.62,0.4367,,,1384588.41,,,,0.0,0.02,0.01,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.092,0.21840000000000004,0.21840000000000004
