loan_id,facility_type,collateral_segment,collateral_value,senior_debt,mezz_ead,total_lvr,attachment_point,subordination,value_decline_base,market_liquidity_risk,market_beta,sale_cost_rate_base,time_to_recovery_months_base,contract_rate_proxy,cost_of_funds_proxy,discount_rate,decline_rate_base,discount_rate_base,net_collateral_base,residual_for_mezz_base,senior_lgd_base,mezz_lgd_base,lgd_base,ranking_gap_base,time_to_recovery_base,final_overlay_addon_base,lgd_final_base,lgd_value_stress,senior_lgd_value_stress,net_collateral_value_stress,residual_for_mezz_value_stress,time_to_recovery_value_stress,ranking_gap_value_stress,final_overlay_addon_value_stress,lgd_final_value_stress,lgd_liquidity_delay_stress,senior_lgd_liquidity_delay_stress,net_collateral_liquidity_delay_stress,residual_for_mezz_liquidity_delay_stress,time_to_recovery_liquidity_delay_stress,ranking_gap_liquidity_delay_stress,final_overlay_addon_liquidity_delay_stress,lgd_final_liquidity_delay_stress,lgd_combined_downturn,senior_lgd_combined_downturn,net_collateral_combined_downturn,residual_for_mezz_combined_downturn,time_to_recovery_combined_downturn,ranking_gap_combined_downturn,final_overlay_addon_combined_downturn,lgd_final_combined_downturn,lgd_downturn,senior_lgd_downturn,ranking_gap_downturn,final_overlay_addon,lgd_final,total_lvr_bucket
MEZ0011,mezzanine,cre_stabilised,53709592.896530755,34852034.30554148,6396200.462586001,0.746469606025515,0.6307175195130493,0.11575208651246571,0.07887559795641456,0.3173024398247418,0.87387292126586,0.052238162005180715,16.43134668559804,0.13780899511454234,0.08015682894678358,0.13780899511454234,0.07887559795641456,0.13780899511454234,46731847.01155957,11879812.70601809,0.17370483121670022,0.0,0.0,-0.17370483121670022,17.73477328383465,0.027133653122118122,0.027133653122118122,0.028007838403732555,0.19534548225463866,42578402.05284771,7726367.747306235,19.410770645765652,-0.1673376438509061,0.027133653122118122,0.055141491525850676,0.24860045294705935,0.21543071057892138,40977818.47177271,6125784.16623123,21.119630701067848,0.03316974236813797,0.027133653122118122,0.2757341060691775,0.6409162357485483,0.24558261691462002,37896465.399664775,3044431.0941232964,23.354293850309176,0.39533361883392826,0.027133653122118122,0.6680498888706664,0.6409162357485483,0.24558261691462002,0.39533361883392826,0.027133653122118122,0.6680498888706664,70-80%
MEZ0012,mezzanine,residential_investment,3856862.528386159,2438085.476279892,380716.83411104436,0.7053706725633704,0.6101009587763613,0.0952697137870091,0.14290820221653658,0.1514389264866382,0.812811024268338,0.05211735187018175,11.103189299816005,0.15153447309469198,0.07055699660770093,0.15153447309469198,0.14290820221653658,0.15153447309469198,3128395.5832859552,690310.1070060632,0.12671502019714553,0.0,0.0,-0.12671502019714553,11.523553066851521,0.02279226421908322,0.02279226421908322,0.09850647681406255,0.14297702848583427,2838557.5424050046,400472.0661251126,12.656078375432754,-0.04447055167177172,0.02279226421908322,0.12129874103314577,0.36057985580683394,0.15830548453468973,2727309.189267342,289223.71298744995,13.810810062613621,0.2022743712721442,0.02279226421908322,0.38337212002591714,0.8392749473905957,0.18122372058460567,2512819.8508949867,74734.37461509462,15.320843807388593,0.65805122680599,0.02279226421908322,0.8620672116096789,0.8392749473905957,0.18122372058460567,0.65805122680599,0.02279226421908322,0.8620672116096789,70-80%
MEZ0013,second_mortgage,cre_stabilised,85011307.72946133,52891458.957979746,9739808.029812038,0.7416530632916366,0.6263183621336573,0.11533470115797928,0.0758180448526755,0.2308594036079558,0.9128469995009414,0.05023482249688283,10.837026671855027,0.1143140302993034,0.06302926302436906,0.1143140302993034,0.0758180448526755,0.1143140302993034,74437794.90651739,21546335.94853764,0.09822537109248386,0.0,0.0,-0.09822537109248386,11.462484050442017,0.02538392313005808,0.02538392313005808,0.0,0.11217906505361541,67784476.39817017,14893017.440190427,12.56786077097123,-0.11217906505361541,0.02538392313005808,0.02538392313005808,0.0,0.12516758382122062,65228102.161818095,12336643.203838348,13.694911544844153,-0.12516758382122062,0.02538392313005808,0.02538392313005808,0.34943293589395974,0.14536142239421346,60305585.21081314,7414126.252833396,15.168747172216435,0.20407151349974628,0.02538392313005808,0.37481685902401785,0.34943293589395974,0.14536142239421346,0.20407151349974628,0.02538392313005808,0.37481685902401785,70-80%
MEZ0014,mezzanine,cre_stabilised,19342384.85927683,12862516.86918858,2210023.919724468,0.7989389649699199,0.681793869945051,0.11714509502486892,0.16452274148952967,0.3556358185637032,0.8283007235807373,0.06568397269390285,13.651650374153643,0.08983775880757673,0.046497327273736073,0.08983775880757673,0.16452274148952967,0.08983775880757673,15041190.434192484,2178673.5650039036,0.10108888855148823,0.0825155862376643,0.11384041669317513,0.012751528141686896,14.865404338043048,0.029438140071615108,0.14327855676479023,0.7104032987892223,0.11661328668726068,13587019.09126642,724502.2220778391,16.25787267620672,0.5937900121019616,0.029438140071615108,0.7398414388608374,0.9353516456513649,0.13080489558871045,13026892.403238645,164375.53405006416,17.6776443151187,0.8045467500626544,0.029438140071615108,0.96478978572298,1.0,0.21387921073344995,11945821.364575267,0.0,19.534268766003592,0.78612078926655,0.029438140071615108,1.0,1.0,0.21387921073344995,0.78612078926655,0.029438140071615108,1.0,70-80%
MEZ0015,mezzanine,cre_stabilised,118538422.82024507,70862014.81047046,16901348.02034305,0.6855361414308885,0.5535165317313092,0.13201960969957927,0.08107688414078201,0.4752829350772714,1.0349623968926565,0.06697255356871146,13.029816045079865,0.11459404551447515,0.08337045040870564,0.11459404551447515,0.08107688414078201,0.11459404551447515,101114816.08012724,30252801.269656777,0.12348181982054651,0.0,0.0,-0.12348181982054651,14.578028348435486,0.03110663918652439,0.03110663918652439,0.0,0.14009226187342805,91583428.95856893,20721414.14809847,15.907069585033634,-0.14009226187342805,0.03110663918652439,0.03110663918652439,0.14694447885084916,0.15541795100788636,87932929.66216835,17070914.851697892,17.262170453721943,-0.008473472157037198,0.03110663918652439,0.17805111803737356,0.5127292947461819,0.17921733952579233,80895769.37937753,10033754.568907067,19.0342254358528,0.33351195522038957,0.03110663918652439,0.5438359339327062,0.5127292947461819,0.17921733952579233,0.33351195522038957,0.03110663918652439,0.5438359339327062,<=70%
MEZ0016,second_mortgage,residential_investment,1121590.6888089199,785103.4423959324,123392.44977944087,0.7815190050877749,0.6753726312653641,0.10614637382241088,0.12101282862822982,0.3650510068743453,1.0265217675261946,0.056946687665507575,16.57726921514567,0.09932409660530116,0.08109333454305227,0.09932409660530116,0.12101282862822982,0.09932409660530116,926123.2417297234,141019.79933379102,0.13303333431848818,0.0,0.00918196014402306,-0.12385137417446512,18.09015641969967,0.0285539089812407,0.03773586912526376,0.6548820169327603,0.15216601963695253,835331.3813320094,50227.93893607706,19.781037879644533,0.5027159972958077,0.0285539089812407,0.6834359259140009,0.8956575208225654,0.1696690407376319,800609.3969531389,15505.954557206482,21.505073878019683,0.7259884800849336,0.0285539089812407,0.9242114298038061,1.0,0.2499116269080297,733554.5001102507,0.0,23.759582491279488,0.7500883730919703,0.0285539089812407,1.0,1.0,0.2499116269080297,0.7500883730919703,0.0285539089812407,1.0,70-80%
MEZ0017,second_mortgage,residential_investment,1288704.5030000957,1028545.0554851623,159331.43103285812,0.9259588999604472,0.8017588183166298,0.12420008164381746,0.10006279634022802,0.16841937198527687,0.907636012548245,0.0598416512065806,7.676718168257857,0.12997755413837733,0.06323254121174032,0.12997755413837733,0.10006279634022802,0.12997755413837733,1088398.3357428398,59853.28025767754,0.07823467964589692,0.6412575825485729,0.6537363802401017,0.5755017005942048,7.999945181459344,0.029857158520709824,0.6835935387608115,1.0,0.12467643597048494,988366.1141468678,0.0,8.782970434621646,0.875323564029515,0.029857158520709824,1.0,1.0,0.1682550753972446,949821.7054581668,0.0,9.581349124120464,0.8317449246027554,0.029857158520709824,1.0,1.0,0.24666845860456643,875542.8629694,0.0,10.62538279500353,0.7533315413954336,0.029857158520709824,1.0,1.0,0.24666845860456643,0.7533315413954336,0.029857158520709824,1.0,90%+
MEZ0018,second_mortgage,cre_stabilised,69913695.59991743,53546957.553986706,5493484.423900602,0.8553002588197565,0.7757178828723632,0.07958237594739326,0.10471399722756902,0.3022262442335014,0.9799392746147079,0.06259303429305524,13.841894990109767,0.13434658944097877,0.08056155591950472,0.13434658944097877,0.10471399722756902,0.13434658944097877,58485711.006348446,4938753.45236174,0.14477590094383708,0.19286716322807085,0.23113626146271093,0.08636036051887386,14.887740974093614,0.028182651446632383,0.25931891290934334,1.0,0.17290888569367802,52937252.92673985,0.0,16.299614263084813,0.827091114306322,0.028182651446632383,1.0,1.0,0.22264070038182138,50806605.1347532,0.0,17.739171342056228,0.7773592996181786,0.028182651446632383,1.0,1.0,0.3083967369817576,46696980.74866665,0.0,19.621669060711152,0.6916032630182424,0.028182651446632383,1.0,1.0,0.3083967369817576,0.6916032630182424,0.028182651446632383,1.0,80-90%
MEZ0019,second_mortgage,cre_stabilised,70258681.78977633,50016230.61749914,9871606.0775341,0.8142194375077549,0.6800076510864473,0.1342117864213076,0.20031846605346207,0.4113377931747514,0.8477893250288977,0.06254314920875904,14.350689696729075,0.07004865606969762,0.0705805470147797,0.0705805470147797,0.20031846605346207,0.0705805470147797,52439502.08318433,2423271.465685189,0.0860215767204271,0.7521700738673326,0.7756375390195287,0.6896159622991016,15.82643495432612,0.03186392830979305,0.8075014673293217,1.0,0.1533303678190382,47097645.46536305,0.0,17.290205303392487,0.8466696321809618,0.03186392830979305,1.0,1.0,0.20228473204921593,45044295.97532553,0.0,18.782677031852312,0.7977152679507841,0.03186392830979305,1.0,1.0,0.29080605231525025,41073909.19701433,0.0,20.73437083060746,0.7091939476847497,0.03186392830979305,1.0,1.0,0.29080605231525025,0.7091939476847497,0.03186392830979305,1.0,80-90%
MEZ0020,second_mortgage,residential_investment,4476089.345441128,2598966.419653695,465506.03537381114,0.6873852739483874,0.5829686089771949,0.10441666497119251,0.11432116450822438,0.08465126654589447,1.0100923249388314,0.038487437974543494,10.695733764781298,0.1093018593628187,0.04091666953850588,0.1093018593628187,0.11432116450822438,0.1093018593628187,3808442.9662289657,1209476.5465752706,0.09009320966419554,0.0,0.0,-0.09009320966419554,10.922085617237906,0.021913858579477516,0.021913858579477516,0.0,0.10348815353108876,3445203.5609260723,846237.1412723772,12.013050461245598,-0.10348815353108876,0.021913858579477516,0.021913858579477516,0.0,0.11597954675705513,3307046.4164780555,708079.9968243605,13.125406772782855,-0.11597954675705513,0.021913858579477516,0.021913858579477516,0.1803232793441517,0.13548802486080902,3040330.4163285554,441363.99667486036,14.580026564793108,0.04483525448334269,0.021913858579477516,0.20223713792362924,0.1803232793441517,0.13548802486080902,0.04483525448334269,0.021913858579477516,0.20223713792362924,<=70%
MEZ0021,second_mortgage,residential_investment,1308151.2584954384,961688.078890838,105503.37579591646,0.8336776252363213,0.7512596079239807,0.08241801731234055,0.15325222944117464,0.40071743582716834,1.5077107191572856,0.06716713682844805,10.088712287926052,0.10643295284416399,0.0755385672760962,0.10643295284416399,0.15325222944117464,0.10643295284416399,1028836.2162074959,67148.13731665793,0.08930803970372847,0.3767855695253498,0.42038566688671486,0.3310776271829864,11.099393017629994,0.02964557833925003,0.4500312452259649,1.0,0.1521167420882228,908112.0290228566,0.0,12.128441670998454,0.8478832579117772,0.02964557833925003,1.0,1.0,0.2050700721545028,862759.9451839054,0.0,13.177667748942763,0.7949299278454972,0.02964557833925003,1.0,1.0,0.3011775252984308,774741.657832922,0.0,14.549732620100704,0.6988224747015692,0.02964557833925003,1.0,1.0,0.3011775252984308,0.6988224747015692,0.02964557833925003,1.0,80-90%
MEZ0022,second_mortgage,residential_investment,2475301.1211967478,1612729.6328647868,221791.71018019228,0.7255001821663708,0.6377879695236776,0.08771221264269324,0.12700265990545329,0.29839742661091606,0.892072068678191,0.05709862101993948,13.693254174584885,0.12859274990290132,0.05199488297880777,0.12859274990290132,0.12700265990545329,0.12859274990290132,2031096.9343151213,418367.3014503345,0.1378611194933077,0.0,0.0,-0.1378611194933077,14.714762126491213,0.025353559164352984,0.025353559164352984,0.13522982972844688,0.1559453668895886,1839964.7518410895,227235.11897630268,16.111474052298874,-0.020715537161141717,0.025353559164352984,0.16058338889279986,0.42604667960403875,0.17276487660399753,1766613.437957141,153883.8050923543,17.535572486455703,0.2532818030000412,0.025353559164352984,0.45140023876839175,0.9551231489303262,0.1983851391886453,1625146.2109908091,12416.57812602236,19.39785505419924,0.7567380097416809,0.025353559164352984,0.9804767080946792,0.9551231489303262,0.1983851391886453,0.7567380097416809,0.025353559164352984,0.9804767080946792,70-80%
MEZ0023,mezzanine,residual_stock,36164830.84089498,22797103.185552817,5223346.518755905,0.7922602474222378,0.6445734740481011,0.14768677337413672,0.26714306785453895,0.2913012063283118,1.052592086650429,0.052578382051026856,11.607784078963547,0.10930887018866323,0.05431089534221618,0.10930887018866323,0.26714306785453895,0.10930887018866323,25032922.66149435,2235819.4759415314,0.10206207278550317,0.5994548171163006,0.6156435153892649,0.5135814426037617,12.45312445521371,0.029478170217940206,0.6451216856072051,1.0,0.14430430134902306,22083104.473548636,0.0,13.637118431267993,0.8556956986509769,0.029478170217940206,1.0,1.0,0.20000196545095217,20966261.844485763,0.0,14.844327975480203,0.7999980345490478,0.029478170217940206,1.0,1.0,0.3001870633201974,18796918.23067715,0.0,16.42298661021924,0.6998129366798026,0.029478170217940206,1.0,1.0,0.3001870633201974,0.6998129366798026,0.029478170217940206,1.0,70-80%
MEZ0024,mezzanine,residual_stock,50329855.383020125,29118997.9036808,7872438.953684275,0.7463232304819618,0.5874923071431221,0.15883092333883975,0.14242716230750324,0.38673100266278526,1.3625677466198631,0.05802227859608955,13.066421500905323,0.1053806089371542,0.07674329351764819,0.1053806089371542,0.14242716230750324,0.1053806089371542,40490268.37610514,11371270.472424336,0.1127609918859237,0.0,0.0,-0.1127609918859237,14.329719072970244,0.030676166220197695,0.030676166220197695,0.23882375115659105,0.1287566138555225,35996884.89520446,6877886.991523661,15.66249406606259,0.11006713730106854,0.030676166220197695,0.26949991737678874,0.4359310941223573,0.1434894621716386,34303520.25462832,5184522.350947522,17.021401902156747,0.2924416319507187,0.030676166220197695,0.466607260342555,0.7986082787030518,0.1666110411421351,31021403.75491793,1902405.8512371294,18.798435226279864,0.6319972375609167,0.030676166220197695,0.8292844449232495,0.7986082787030518,0.1666110411421351,0.6319972375609167,0.030676166220197695,0.8292844449232495,70-80%
MEZ0025,second_mortgage,residential_investment,6342737.947571147,4284614.339395524,635859.5177848123,0.8204724356873853,0.7144450036849576,0.1060274320024277,0.12750759541263917,0.2611023609325915,1.0614101707181922,0.05567915479543347,13.21319820199604,0.09093960842696855,0.06829115455669699,0.09093960842696855,0.12750759541263917,0.09093960842696855,5211413.379309804,926799.0399142802,0.09705620018251526,0.0,0.0,-0.09705620018251526,14.0756975134989,0.027637591889394773,0.027637591889394773,0.43012228597516566,0.11212122246176792,4692735.557745671,408121.2183501469,15.423443730102496,0.31800106351339774,0.027637591889394773,0.45775987786456046,0.7110353847770639,0.12594371379406544,4494830.665039842,210216.325644318,16.797616343110086,0.5850916709829984,0.027637591889394773,0.7386729766664586,1.0,0.18228897675374656,4112431.349894156,0.0,18.594611298581544,0.8177110232462534,0.027637591889394773,1.0,1.0,0.18228897675374656,0.8177110232462534,0.027637591889394773,1.0,80-90%
MEZ0026,second_mortgage,cre_stabilised,25246022.50478498,16501591.862842191,3069932.910515116,0.7527820638041075,0.6347028411130033,0.11807922269110416,0.18836958525382516,0.283978991024116,1.0216444992115485,0.06095847665039305,19.559750263671273,0.07781504769059022,0.061937663151795906,0.07781504769059022,0.18836958525382516,0.07781504769059022,19183185.181287978,2681593.318445787,0.12262037788025781,0.21015720019237172,0.23360692204116984,0.11098654416091203,20.948389799811537,0.026667002869160752,0.2602739249103306,0.8158209566838899,0.1426321290154705,17161072.262841363,659480.3999991715,22.94348432670601,0.6731888276684194,0.026667002869160752,0.8424879595530507,1.0,0.16630216603284498,16391660.762275005,0.0,24.977698354127824,0.833697833967155,0.026667002869160752,1.0,1.0,0.26850241305414935,14902519.200169222,0.0,27.63782438998711,0.7314975869458507,0.026667002869160752,1.0,1.0,0.26850241305414935,0.7314975869458507,0.026667002869160752,1.0,70-80%
MEZ0027,mezzanine,residual_stock,52572250.22999444,36581021.40969901,5875672.349550095,0.8121136826872155,0.6997235390478026,0.11239014363941291,0.16309031592025794,0.5570222149434735,1.3375130064168257,0.0668297213819502,16.142102995974962,0.1050933814634339,0.055403617430608815,0.1050933814634339,0.16309031592025794,0.1050933814634339,40812756.30187521,4231734.892176203,0.14199239556641585,0.33391090126029155,0.38205187399325735,0.2400594784268415,18.389980487140875,0.033623361961456585,0.41567523595471395,1.0,0.1707589625335042,36168176.29202943,0.0,20.036474992730323,0.8292410374664958,0.033623361961456585,1.0,1.0,0.2276153731287578,34411537.48569565,0.0,21.71525370431172,0.7723846268712422,0.033623361961456585,1.0,1.0,0.3274576054679378,31004986.44239827,0.0,23.91057971176431,0.6725423945320622,0.033623361961456585,1.0,1.0,0.3274576054679378,0.6725423945320622,0.033623361961456585,1.0,80-90%
