loan_id,purpose,ead,gross_value,exit_type_initial,exit_certainty,valuation_risk,time_to_exit_months,time_to_exit_effective_months,failure_prob_base,failed_exit_flag,final_exit_type,contract_rate_proxy,cost_of_funds_proxy,discount_rate,lgd_base,exit_time_base,exit_delay_bucket,final_overlay_addon_base,lgd_final_base,lgd_delay_stress,exit_time_delay_stress,final_overlay_addon_delay_stress,lgd_final_delay_stress,lgd_failed_exit_stress,exit_time_failed_exit_stress,final_overlay_addon_failed_exit_stress,lgd_final_failed_exit_stress,lgd_combined_downturn,exit_time_combined_downturn,final_overlay_addon_combined_downturn,lgd_final_combined_downturn,lgd_downturn,final_overlay_addon,lgd_final
BRG0011,construction_refi_bridge,10608832.903347217,13786728.654594833,refinance,0.32028040731490415,0.46700478169376297,2.314938444966235,13.784977031231357,0.4803359111936622,1,sale,0.10912225286328542,0.05894880270277063,0.10912225286328542,0.7408896527978777,13.784977031231357,12-18m,0.051728051631200256,0.7926177044290779,0.8006680758071307,17.920470140600763,0.05448504703744653,0.8551531228445772,0.8494878955689178,19.988216695285466,0.05586354474056966,0.9053514403094874,0.905876220942437,22.055963249970173,0.0572420424436928,0.9631182633861298,0.905876220942437,0.0572420424436928,0.9631182633861298
BRG0012,acquisition_bridge,31571870.935628247,51385680.80529941,refinance,0.5471209351861437,0.32125843138384486,9.872002813727685,23.500257730792917,0.41298897805259094,1,sale,0.06060987987027368,0.056030364887214704,0.06060987987027368,0.713050238122747,23.500257730792917,18m+,0.05616445652656911,0.7692146946493161,0.7410408318695395,30.550335050030792,0.058497618039373825,0.7995384499089133,0.7726766561151587,34.07537370964973,0.058497618039373825,0.8311742741545325,0.8139122535034791,37.60041236926867,0.058497618039373825,0.8724098715428529,0.8139122535034791,0.058497618039373825,0.8724098715428529
BRG0013,acquisition_bridge,21049496.539168295,30422015.301168855,sale,0.8161382616068386,0.295301819670476,4.163029592697465,4.163029592697465,0.208298560007543,0,sale,0.08667541455918355,0.052550439029428665,0.08667541455918355,0.38208990109761487,4.163029592697465,<=6m,0.014134225475386664,0.39622412657300154,0.40834897689024896,5.411938470506705,0.014134225475386664,0.42248320236563564,0.43940198876830067,6.036392909411324,0.014134225475386664,0.45353621424368734,0.4760939099524966,6.6608473483159445,0.014134225475386664,0.4902281354278833,0.4760939099524966,0.014134225475386664,0.4902281354278833
BRG0014,acquisition_bridge,27670469.652649183,40823481.41883154,refinance,0.98,0.3718206181522817,4.310643652410077,4.310643652410077,0.1479027346352608,0,refinance,0.0685679207695859,0.0579932609874097,0.0685679207695859,0.23643095488309496,4.310643652410077,<=6m,0.015205488654131943,0.2516364435372269,0.2627890000980099,5.6038367481331,0.015205488654131943,0.27799448875214183,0.2939035651215324,6.250433295994611,0.015205488654131943,0.30910905377566433,0.33068343188616195,6.8970298438561235,0.015205488654131943,0.3458889205402939,0.33068343188616195,0.015205488654131943,0.3458889205402939
BRG0015,acquisition_bridge,44533871.00932675,62798505.195305124,sale,0.7396174356680625,0.23280084740861381,10.84680582373282,23.08781989022709,0.30457290053368413,1,sale,0.09486910960416815,0.05988307193852965,0.09486910960416815,0.6192956788078459,23.08781989022709,18m+,0.054651091790538654,0.6739467705983845,0.6559684756005859,30.01416585729522,0.0572592118637206,0.7132276874643065,0.6903579717470684,33.47733884082928,0.0572592118637206,0.747617183610789,0.7347172633517137,36.94051182436335,0.0572592118637206,0.7919764752154344,0.7347172633517137,0.0572592118637206,0.7919764752154344
BRG0016,residual_stock_exit_bridge,23487536.47095972,30654498.30044899,sale,0.4865617629060014,0.5660351705497173,10.015822057040218,10.015822057040218,0.5085085079681504,0,sale,0.09582273042953983,0.035,0.09582273042953983,0.680688715268153,10.015822057040218,9-12m,0.01860170709238952,0.6992904223605425,0.7266284845288755,13.020568674152283,0.020604871503797563,0.747233356032673,0.7680709532185133,14.522941982708316,0.021606453709501587,0.7896774069280148,0.8162218159571325,16.02531529126435,0.022608035915205608,0.8388298518723382,0.8162218159571325,0.022608035915205608,0.8388298518723382
BRG0017,residual_stock_exit_bridge,25455843.509763796,41148459.134661205,refinance,0.5601219680117107,0.5741701295867208,12.776074797792194,12.776074797792194,0.5045129696621609,0,refinance,0.07102750485352048,0.08223800867283543,0.08223800867283543,0.5872883169160193,12.776074797792194,12-18m,0.02055576501274222,0.6078440819287616,0.6415733313469427,16.608897237129852,0.02311097997230066,0.6646843113192433,0.6874581547210696,18.52530845679868,0.024388587452079877,0.7118467421731495,0.7405947357523052,20.441719676467514,0.0256661949318591,0.7662609306841642,0.7405947357523052,0.0256661949318591,0.7662609306841642
BRG0018,construction_refi_bridge,29589951.846469466,46260841.99460418,refinance,0.5007090131657481,0.42298567836156453,3.4241091286972036,10.020059371437938,0.3910007601099906,1,sale,0.11405161069460354,0.0475003679147374,0.11405161069460354,0.6153940743507417,10.020059371437938,9-12m,0.048601839078020535,0.6639959134287622,0.6623465245114538,13.02607718286932,0.05060585095230812,0.7129523754637619,0.7043201235871198,14.529086088585009,0.051607856889451915,0.7559279804765717,0.7530301908776036,16.032094994300703,0.05260986282659571,0.8056400537041993,0.7530301908776036,0.05260986282659571,0.8056400537041993
BRG0019,acquisition_bridge,35918346.124336615,60408510.21544338,sale,0.9324860260957362,0.17240079561762345,7.46509030627188,7.46509030627188,0.15485997499351267,0,sale,0.08857120464362632,0.095,0.095,0.34299501404967847,7.46509030627188,6-9m,0.012413611138646728,0.3554086251883252,0.38035993285449915,9.704617398153443,0.012883356070749023,0.3932432889252482,0.41726109782224463,10.824380944094225,0.013629865101376211,0.43089096292362083,0.4603772208920952,11.944144490035008,0.014376374132003399,0.4747535950240986,0.4603772208920952,0.014376374132003399,0.4747535950240986
BRG0020,acquisition_bridge,7671627.1332016755,10274224.311798355,sale,0.6232458080493879,0.21237394365256418,9.396574356590438,9.396574356590438,0.3413340363981998,0,sale,0.07322431336182941,0.05072751871673624,0.07322431336182941,0.5077352815743945,9.396574356590438,9-12m,0.013237618115529523,0.520972899689924,0.5504636833813426,12.21554666356757,0.015116932986847612,0.5655806163681901,0.590215204279353,13.625032817056136,0.016056590422506657,0.6062717947018597,0.6365265529869251,15.034518970544703,0.0169962478581657,0.6535228008450907,0.6365265529869251,0.0169962478581657,0.6535228008450907
BRG0021,acquisition_bridge,29190069.391318057,41692161.35832212,sale,0.8925251623006603,0.3205126189291413,8.62775051475798,19.133672036154017,0.22626792771300194,1,sale,0.06836765929594975,0.06811936010887024,0.06836765929594975,0.5224049200157223,19.133672036154017,18m+,0.053242958022444,0.5756478780381662,0.5883753565803221,24.873773647000224,0.0570696924296748,0.645445049009997,0.618875602368355,27.743824452423326,0.05848717666500798,0.6773627790333631,0.6579885231628887,30.61387525784643,0.05848717666500798,0.7164756998278967,0.6579885231628887,0.05848717666500798,0.7164756998278967
BRG0022,residual_stock_exit_bridge,41983747.47100838,55369904.557238735,refinance,0.7641349020471262,0.44311236972902956,8.722786810311328,8.722786810311328,0.3233949518872216,0,refinance,0.08497487520438615,0.04315928216338566,0.08497487520438615,0.40879783412768356,8.722786810311328,6-9m,0.016203573176206416,0.42500140730388997,0.44989800164938937,11.339622853404727,0.0177633217451429,0.46766132339453226,0.4887805441465034,12.648040874951425,0.018635600426174032,0.5074161445726775,0.5341067388419243,13.956458896498127,0.019507879107205167,0.5536146179491295,0.5341067388419243,0.019507879107205167,0.5536146179491295
BRG0023,acquisition_bridge,9213746.363743672,12348164.960611638,sale,0.629611465107537,0.7347527900128897,13.583508025627191,13.583508025627191,0.5204911931343295,0,sale,0.08573890021175076,0.043896754514380416,0.08573890021175076,0.7168612796262642,13.583508025627191,12-18m,0.02334221107726525,0.7402034907035295,0.7740867866559387,17.658560433315348,0.02605891268239069,0.8001456993383294,0.8215389052534297,19.696086637159425,0.027417263484953408,0.8489561687383831,0.8764278488905203,21.733612841003506,0.028775614287516127,0.9052034631780363,0.8764278488905203,0.028775614287516127,0.9052034631780363
BRG0024,residual_stock_exit_bridge,26190390.17319727,36952709.11358206,refinance,0.6329045708505149,0.4059001403541241,6.5616480991783375,6.5616480991783375,0.3553222855021297,0,refinance,0.06582238979609792,0.06115791500258955,0.06582238979609792,0.42172413868638964,6.5616480991783375,6-9m,0.015682601964957736,0.4374067406513474,0.45511494402221175,8.530142528931838,0.015682601964957736,0.4707975459871695,0.4899362442459399,9.51438974380859,0.016025528460830128,0.50596177270677,0.5308015521115517,10.49863695868534,0.016681693270747963,0.5474832453822996,0.5308015521115517,0.016681693270747963,0.5474832453822996
BRG0025,acquisition_bridge,49278464.446324654,62842598.654093586,refinance,0.5675549722163712,0.48630027130989684,11.961182094770876,11.961182094770876,0.4688959410409529,0,refinance,0.08814360402750607,0.047847997030304804,0.08814360402750607,0.548581430426052,11.961182094770876,9-12m,0.018782325194852473,0.5673637556209045,0.6005718953792197,15.54953672320214,0.02117456161380665,0.6217464569930263,0.645233629117331,17.34371403741777,0.022370679823283737,0.6676043089406147,0.6969903818874357,19.137891351633403,0.023566798032760825,0.7205571799201965,0.6969903818874357,0.023566798032760825,0.7205571799201965
BRG0026,acquisition_bridge,54246776.2954081,64524632.182267465,refinance,0.36165661741439026,0.3507114600904193,6.7355051609271195,6.7355051609271195,0.47852895048217076,0,refinance,0.07261370467530467,0.080114294754695,0.080114294754695,0.523341569730905,6.7355051609271195,6-9m,0.014909960441265871,0.5382515301721709,0.5577694395878159,8.756156709205255,0.014909960441265871,0.5726794000290818,0.5931286100996978,9.766482483344323,0.01542094876349542,0.6085495588631932,0.6345653798272249,10.776808257483392,0.016094499279588132,0.6506598791068131,0.6345653798272249,0.016094499279588132,0.6506598791068131
BRG0027,acquisition_bridge,23000469.3980269,37288416.43719106,sale,0.7503484730271436,0.1594098514302182,7.016691734095762,7.016691734095762,0.2375688996815712,0,sale,0.09139163075044585,0.04207623048188159,0.09139163075044585,0.40913536886428636,7.016691734095762,6-9m,0.012231737920023055,0.42136710678430944,0.4448784378254005,9.12169925432449,0.012312870756239382,0.45719130858163987,0.48092498133091305,10.174203014438854,0.013014539929648959,0.493939521260562,0.5231029249440426,11.22670677455322,0.013716209103058536,0.5368191340471011,0.5231029249440426,0.013716209103058536,0.5368191340471011
BRG0028,construction_refi_bridge,32555726.197142206,45930445.71582904,refinance,0.20177288835962653,0.41688779572683066,10.548427956608439,15.689147918631729,0.6180424711159231,1,sale,0.09905622767151653,0.061993302541586186,0.09905622767151653,0.8197606570150563,15.689147918631729,12-18m,0.05229586108593012,0.8720565181009864,0.8852804486802955,20.395892294221248,0.05543369066965646,0.940714139349952,0.9371755852491483,22.749264482016006,0.05700260546151964,0.9941781907106679,0.9871302938392875,25.102636669810767,0.05857152025338282,1.0,0.9871302938392875,0.05857152025338282,1.0
BRG0029,construction_refi_bridge,29855598.22131448,35157659.41392124,refinance,0.5785098330267577,0.5927065871765169,4.57158406688599,15.562537562942552,0.4089775080068043,1,sale,0.07793143721871194,0.05523445836172358,0.07793143721871194,0.6874324479776619,15.562537562942552,12-18m,0.05467291726243294,0.7421053652400948,0.7505602429975881,20.231298831825317,0.057785424775021445,0.8083456677726095,0.8011638605724934,22.5656794662667,0.0593416785313157,0.8605055391038091,0.8515124772040599,24.900060100708085,0.06089793228760996,0.9124104094916698,0.8515124772040599,0.06089793228760996,0.9124104094916698
BRG0030,acquisition_bridge,17907317.845832717,22724995.445795022,sale,0.6407168840150179,0.4035791715676424,10.820734017369702,22.994313147990326,0.3981358539041859,1,sale,0.06983447028992555,0.06060518747091699,0.06983447028992555,0.6994313506647661,22.994313147990326,18m+,0.056979650500607215,0.7564110011653733,0.7330533331604999,29.892607092387426,0.059650108401947,0.7927034415624469,0.7652428463820565,33.34175406458597,0.059650108401947,0.8248929547840035,0.8070245657128847,36.790901036784526,0.059650108401947,0.8666746741148317,0.8070245657128847,0.059650108401947,0.8666746741148317
BRG0031,residual_stock_exit_bridge,4164182.069568575,6752271.709434645,refinance,0.26607467616100533,0.553229609647879,12.096210738665057,22.03352692155073,0.638538035302002,1,sale,0.09276428507397308,0.05023545892274675,0.09276428507397308,0.9036819859120175,22.03352692155073,18m+,0.0584342324827708,0.9621162183947883,0.9486758315894027,28.64358499801595,0.061745214535070314,1.0,0.9822989969423267,31.94861403624856,0.061745214535070314,1.0,0.99,35.25364307448117,0.061745214535070314,1.0,0.99,0.061745214535070314,1.0
BRG0032,construction_refi_bridge,22108449.13962958,27277844.251547392,sale,0.43478464687664586,0.6807174836746106,2.851652595666345,8.612394338196907,0.48461258449114636,1,sale,0.0966767242069612,0.0530626293375065,0.0966767242069612,0.6989162406162608,8.612394338196907,6-9m,0.05153004477144455,0.7504462853877053,0.7401853549677199,11.19611263965598,0.052994119864548536,0.7931794748322684,0.7791509425317118,12.487971790385515,0.053855359298368224,0.8330063018300801,0.8245491434645622,13.779830941115051,0.05471659873218792,0.8792657421967501,0.8245491434645622,0.05471659873218792,0.8792657421967501
BRG0033,construction_refi_bridge,24159774.671799883,37736284.69228474,refinance,0.5589347531192937,0.7149969878125719,8.699652273263808,8.699652273263808,0.4964279766412197,0,refinance,0.09093764700360861,0.0680775999098022,0.09093764700360861,0.5751209167280763,8.699652273263808,6-9m,0.020009957829376007,0.5951308745574523,0.6164185936117964,11.309547955242952,0.02154965646620464,0.6379682500780011,0.6554023690774524,12.614495796232521,0.02241962169353102,0.6778219907709835,0.7008305309544924,13.919443637222095,0.023289586920857405,0.7241201178753498,0.7008305309544924,0.023289586920857405,0.7241201178753498
BRG0034,residual_stock_exit_bridge,15587235.250994878,23604810.360367812,refinance,0.6562021309786377,0.040208802617270445,7.9828739868562995,7.9828739868562995,0.2643851563784637,0,refinance,0.08507703353467433,0.06438640845297165,0.08507703353467433,0.3261469952765194,7.9828739868562995,6-9m,0.010562923236641786,0.3367099185131612,0.36482496218776933,10.377736182913189,0.011481414025250578,0.37630637621301993,0.4024259954906165,11.575167280941633,0.012279701423936208,0.41470569691455267,0.4463323176168769,12.77259837897008,0.013077988822621841,0.45941030643949876,0.4463323176168769,0.013077988822621841,0.45941030643949876
BRG0035,construction_refi_bridge,51415764.515962034,62178121.683220625,sale,0.8541024936629404,0.2765837763773202,6.827865748307344,17.631815905110358,0.21405904334115908,1,sale,0.09190890372499684,0.05973002500461102,0.09190890372499684,0.5119046400093499,17.631815905110358,12-18m,0.051626716806022724,0.5635313568153726,0.5833778979651414,22.921360676643467,0.055153079987044794,0.6385309779521862,0.6243721260946231,25.566133062410017,0.056916261577555825,0.6812883876721789,0.6640822655810318,28.210905448176575,0.05787217286928248,0.7219544384503143,0.6640822655810318,0.05787217286928248,0.7219544384503143
BRG0036,construction_refi_bridge,6456884.538844866,8877343.808454491,refinance,0.9591430657382638,0.4153767233298427,8.895223825541498,8.895223825541498,0.22059556881375497,0,refinance,0.05915435925942274,0.07413240142083194,0.07413240142083194,0.31953474688119987,8.895223825541498,6-9m,0.015815274126617797,0.3353500210078177,0.3606935159722149,11.563790973203949,0.017524468108753764,0.37821798408096863,0.39961353498155266,12.898074547035172,0.018413990491307913,0.4180275254728606,0.44500028418562987,14.232358120866397,0.01930351287386206,0.46430379705949193,0.44500028418562987,0.01930351287386206,0.46430379705949193
BRG0037,construction_refi_bridge,22151678.654127613,27710823.44680818,refinance,0.7108466411675536,0.3197328243275553,5.4016294589896265,5.4016294589896265,0.2810586521746056,0,refinance,0.08121952710083896,0.06938814638975055,0.08121952710083896,0.34977045319718614,5.4016294589896265,<=6m,0.014476259540585774,0.3642467127377719,0.37991690256248617,7.022118296686514,0.014476259540585774,0.39439316210307196,0.41301830309254045,7.832362715534958,0.014476259540585774,0.42749456263312624,0.4519660416244336,8.642607134383402,0.014476259540585774,0.4664423011650194,0.4519660416244336,0.014476259540585774,0.4664423011650194
BRG0038,acquisition_bridge,8131464.743317408,12093467.998797415,sale,0.7964706683090682,0.22733324384563258,8.415435504405519,8.415435504405519,0.24770948151650282,0,sale,0.07783788146933993,0.06381037019328256,0.07783788146933993,0.42689360278926497,8.415435504405519,6-9m,0.013182665413838857,0.4400762682031038,0.4666713095101532,10.940066155727175,0.014476042850990307,0.4811473523611435,0.5048583369253695,12.202381481388002,0.015317586401430858,0.5201759233268004,0.5494259170805119,13.464696807048831,0.01615912995187141,0.5655850470323833,0.5494259170805119,0.01615912995187141,0.5655850470323833
BRG0039,residual_stock_exit_bridge,37887734.342669554,53469954.69966792,refinance,0.8951274868671113,0.4475212881683737,7.068044382054358,7.068044382054358,0.2406589512908255,0,refinance,0.05448141656262634,0.0751613922627548,0.0751613922627548,0.3315378307926302,7.068044382054358,6-9m,0.016265298034357233,0.34780312882698744,0.36686396522903536,9.188457696670666,0.016390936498804343,0.3832549017278397,0.4027003963059929,10.24866435397882,0.01709774093700978,0.4197981372430027,0.44467188540617486,11.308871011286975,0.017804545375215218,0.46247643078139006,0.44467188540617486,0.017804545375215218,0.46247643078139006
BRG0040,acquisition_bridge,6233665.422331871,9381161.299599022,refinance,0.8502033791830771,0.3220583517442988,11.902690887644308,11.902690887644308,0.2842189361691381,0,refinance,0.09998109757340867,0.04976393955664468,0.09998109757340867,0.38332769668887084,11.902690887644308,9-12m,0.016443944182849723,0.39977164087172057,0.4359139838531335,15.473498153937602,0.018824482360378585,0.4547384662135121,0.4808905277632594,17.258901787084245,0.020014751449143012,0.5009052792124025,0.5329784071630379,19.044305420230895,0.021205020537907446,0.5541834277009453,0.5329784071630379,0.021205020537907446,0.5541834277009453
BRG0041,construction_refi_bridge,39708143.35689218,51578907.07085248,sale,0.39076590033767944,0.6689800123328197,7.918122117616687,16.82665829834843,0.5598643210112121,1,sale,0.0784076894984416,0.05671341585539832,0.0784076894984416,0.8122935572614789,16.82665829834843,12-18m,0.056583492371558436,0.8688770496330374,0.8796421697739438,21.874655787852962,0.05994882403122812,0.939590993805172,0.9289171554776715,24.398654532605224,0.06163148986106296,0.9905486453387344,0.9672027984967243,26.92265327735749,0.06331415569089781,1.0,0.9672027984967243,0.06331415569089781,1.0
BRG0042,acquisition_bridge,7036820.954198935,9448046.505440611,refinance,0.5268321614307634,0.33573001714552464,5.963908408004734,5.963908408004734,0.38347270605361844,0,refinance,0.07340550148899025,0.05995669258449628,0.07340550148899025,0.43856155988656575,5.963908408004734,<=6m,0.014700220240037344,0.4532617801266031,0.4702932781938838,7.7530809304061545,0.014700220240037344,0.48499349843392114,0.5042347213079077,8.647667191606864,0.014700220240037344,0.5189349415479451,0.5441181990539596,9.542253452807575,0.01506172254190906,0.5591799215958687,0.5441181990539596,0.01506172254190906,0.5591799215958687
BRG0043,construction_refi_bridge,16696328.387023605,28547339.634667315,sale,0.43582997211727054,0.8039807335556691,7.108026143482478,14.132560363589823,0.5634314062600885,1,sale,0.10375906866264101,0.057416246607806115,0.10375906866264101,0.8084560988467391,14.132560363589823,12-18m,0.056677437178839246,0.8651335360255783,0.8690036918108458,18.37232847266677,0.05950394925155721,0.928507641062403,0.9182341999626047,20.492212527205243,0.06091720528791619,0.9791514052505209,0.9750944320081791,22.612096581743717,0.06233046132427518,1.0,0.9750944320081791,0.06233046132427518,1.0
BRG0044,acquisition_bridge,9101251.327402065,10964565.23353712,refinance,0.8187882365689679,0.5494028508116945,10.24938794226599,16.303136374008254,0.3406660445072898,1,sale,0.0888047068115157,0.061062107318241195,0.0888047068115157,0.6022297281518832,16.303136374008254,12-18m,0.05456039749403589,0.6567901256459191,0.6688584345607907,21.19407728621073,0.05782102476883755,0.7266794593296283,0.7213422357005983,23.63954774231197,0.05945133840623837,0.7807935741068367,0.7631364333694356,26.08501819841321,0.0610816520436392,0.8242180854130748,0.7631364333694356,0.0610816520436392,0.8242180854130748
BRG0045,construction_refi_bridge,29156944.39167215,39980925.42135383,refinance,0.5197700782906647,0.12424619992059527,10.123355668923722,22.569123749659404,0.37823403582206383,1,sale,0.0984034872113301,0.05063428061806582,0.0984034872113301,0.673438781535999,22.569123749659404,18m+,0.052785529298661274,0.7262243108346603,0.714902832764687,29.339860874557225,0.05573944679888834,0.7706422795635753,0.7493087807660025,32.725229437006135,0.05573944679888834,0.8050482275648908,0.7935784896498606,36.110597999455045,0.05573944679888834,0.8493179364487489,0.7935784896498606,0.05573944679888834,0.8493179364487489
BRG0046,construction_refi_bridge,46550036.814857036,55688535.69847687,sale,0.44574433261234553,0.441979388345342,11.087686019466336,11.087686019466336,0.5085723193243532,0,sale,0.09585318230537848,0.06404019683893568,0.09585318230537848,0.6762672160158558,11.087686019466336,9-12m,0.01757950211647901,0.6938467181323348,0.7258209682378534,14.413991825306237,0.01979703932037228,0.7456180075582256,0.7691838793414262,16.077144728226187,0.020905807922318914,0.7900896872637451,0.8194753353986637,17.740297631146138,0.02201457652426555,0.8414899119229292,0.8194753353986637,0.02201457652426555,0.8414899119229292
BRG0047,residual_stock_exit_bridge,33786266.096909694,55725363.46654745,refinance,0.6598096100983161,0.513617147980824,7.148244695350511,7.148244695350511,0.37639392781863973,0,refinance,0.09131349581116371,0.06101581516325501,0.09131349581116371,0.4526597580644324,7.148244695350511,6-9m,0.017190640071731537,0.46985039813616397,0.48883473766192076,9.292718103955664,0.017385785474368646,0.5062205231362894,0.5251094037567475,10.364954808258242,0.0181006099439037,0.5432100137006513,0.5675393169746308,11.437191512560819,0.01881543441343875,0.5863547513880696,0.5675393169746308,0.01881543441343875,0.5863547513880696
