loan_id,segment,property_value,ead,lvr_at_default,dscr,icr,wale_years,vacancy_rate,tenant_concentration,cap_rate_base,cap_rate_expansion,contract_rate_proxy,cost_of_funds_proxy,discount_rate,refinance_prob,refinance_flag,forced_sale_flag,resolution_path,lgd_base,downturn_scalar,lgd_downturn,time_to_recovery_months_base,time_to_recovery_months_downturn,final_overlay_addon,lgd_final
CRE0011,mixed-use,30552767.829689823,23211230.841192484,0.7407358213165844,1.5664757742701891,1.4169853694941215,2.031564888528187,0.08411071988876646,0.4042551772204446,0.05758683588886412,0.026343280111288125,0.05845974628290959,0.04468734559532732,0.05845974628290959,0.35356584031624105,1,0,refinance,0.3083148732423443,1.09317071218365,0.3370407895591453,13.868654722777093,15.624229753542558,0.018766538554870305,0.3558073281140156
CRE0012,retail,42482855.524853855,30191649.403264835,0.7208910938403276,1.7731112114478653,1.7771011447001226,0.9764566790359712,0.08876232751218685,0.18857252300823724,0.06443617611359645,0.02499172034452843,0.058440708378916344,0.049182221188067386,0.058440708378916344,0.49958541957962826,0,1,forced_sale,0.44106168917817745,1.2124256601039938,0.5347545096484343,22.962172119846144,28.15731603224283,0.0370701228951907,0.571824632543625
CRE0013,industrial,19090098.550748073,12340614.559932673,0.6453821863401429,1.968967909224205,2.2971550127049416,5.623212355818972,0.12830186112597197,0.2353767422236414,0.0590644136042873,0.019987023625415858,0.05242007105108219,0.053762607731310245,0.053762607731310245,0.5915511326472827,1,0,refinance,0.21826475246935034,1.0997085871200607,0.24002762255617904,12.476459274394871,14.035976208891974,0.01644100874174427,0.2564686312979233
CRE0014,office,49976292.04280092,39143944.73523737,0.7786133896405358,1.3834829061528597,1.2984947705903673,5.218480009104011,0.10929681830838134,0.4546420537721734,0.05729439500578032,0.025236793001081156,0.04514039221277579,0.054396649866450694,0.054396649866450694,0.35997396679166255,1,0,refinance,0.2957719363082549,1.102180833541042,0.3259941592982803,13.976370395771134,15.741714534909802,0.018991874218200623,0.34498603351648094
CRE0015,industrial,35612509.68017128,25615482.359508272,0.7322246136772861,1.5354285403958876,1.7195535374685043,3.9927742360769116,0.1339091480108953,0.23199617907711012,0.056908087010724404,0.03072823902692244,0.06439053040581227,0.05584792269453379,0.06439053040581227,0.46439045241846894,1,0,refinance,0.2483257744720488,1.12478841856144,0.27931395515646057,13.82134242092247,15.58607988982893,0.018034224347109114,0.2973481795035697
CRE0016,industrial,25945728.776987955,15794504.630460832,0.6089042336328322,1.474007842490922,1.514842939552855,3.7547366941492637,0.02945676199261378,0.21912553960528874,0.05786556395479056,0.01918625771067806,0.05702374958501892,0.05396331854535543,0.05702374958501892,0.5676394367003009,0,1,forced_sale,0.3425146184117892,1.1735466840891,0.40195689468919865,21.78913036127301,26.687252008353813,0.03554180790350775,0.4374987025927064
CRE0017,office,24778242.125143405,13866717.013078583,0.5455058993538141,1.4512224692659679,1.5385203815457076,3.847933074511489,0.12693145194601213,0.1709948428795252,0.05510465601525494,0.020788274928489225,0.06507201373106694,0.04304762953624302,0.06507201373106694,0.4738729067433499,0,1,forced_sale,0.32899959725306094,1.2207745307255329,0.4016343289454948,23.211627921532457,28.438818489962255,0.037836702542431946,0.4394710314879267
CRE0018,office,50854726.554067075,32179731.69031142,0.6383934282849059,1.2591273179494433,1.5247615556150396,1.8328142400914431,0.1563962692475669,0.3389441907941415,0.06155277964827757,0.02950253108284082,0.0739372967624131,0.06022173570286625,0.0739372967624131,0.3727720373995772,0,1,forced_sale,0.44938718137813627,1.2523336364353708,0.5627826830227229,24.48966448372511,30.0580174420545,0.03940349078217588,0.6021861738048988
CRE0019,retail,36240873.7843266,19929208.059598878,0.5478308280832518,1.131600125565022,1.1572412572149118,4.664361428177879,0.07145283138530646,0.30440764041020124,0.060048257703229996,0.0,0.06823013480212822,0.055696716318816536,0.06823013480212822,0.5273559980856825,0,1,forced_sale,0.3754364382881761,1.1521537741233878,0.43256050931716444,21.40748666256836,26.117133728333403,0.03652916199959549,0.46908967131675994
CRE0020,retail,122479130.67034076,83806611.40059789,0.6963144172861172,1.4600125970290823,1.896404457965545,4.508845839040789,0.11553001557979768,0.3607147814465699,0.059969825768000515,0.01702743353974985,0.06711814757610159,0.05246125861294072,0.06711814757610159,0.3954181956853783,1,0,refinance,0.25233892158703297,1.0877461174443837,0.2744806822363979,13.403102627513602,15.068530052619344,0.018641341838733033,0.2931220240751309
CRE0021,office,72213959.92257896,37119079.05415484,0.5136558225174247,1.35235332120977,1.2681538015800555,3.792658455313847,0.09458359269962421,0.43062243750162904,0.054024770936850666,0.012299300664586378,0.0599307495271047,0.05148365557210062,0.0599307495271047,0.4082515090956848,1,0,refinance,0.22068023974951156,1.0683911481104624,0.23577281471127276,12.922124720252203,14.512512960972385,0.018235985003247274,0.25400879971452006
CRE0022,industrial,24962508.978720587,13909803.683571434,0.5663051375508916,1.07202252554651,0.9675442701189672,5.586190629426909,0.034081261546074715,0.209054526142242,0.06633386574927395,0.018231526719534073,0.06629195317844364,0.0698748548048429,0.0698748548048429,0.5499840507392663,0,1,forced_sale,0.36920885245793855,1.173622773806755,0.4333119175356948,21.884322123909705,26.79861914205508,0.035809166529681705,0.4691210840653765
CRE0023,office,89032799.94505283,47000287.31070704,0.5156076059319037,1.7008438000480604,1.8610232179850454,4.290638121944282,0.044874034453793565,0.21973920943508346,0.05855062117646894,0.02866141192161398,0.06152405752620021,0.05835613383801447,0.06152405752620021,0.5874105368824775,0,1,forced_sale,0.3201407269278695,1.2003822805395963,0.3842912558832801,22.267599650416184,27.32602678502929,0.035489561970855794,0.4197808178541359
CRE0024,office,120924451.01940665,77878957.24177104,0.6377568147276783,1.762199239891592,1.5157659645137125,3.107858653882576,0.0719137050620547,0.29934684842123105,0.04631543183099057,0.019130913351978293,0.06044082708672172,0.05446913116681929,0.06044082708672172,0.5041367607473362,0,1,forced_sale,0.3840883640028725,1.1925360853170792,0.45803923402382696,22.507034743611335,27.566227420078334,0.03681332333177662,0.4948525573556036
CRE0025,industrial,151636538.2580669,95948279.34746413,0.6161108839590087,1.6031918297554737,1.9610606014976473,4.4421712602417065,0.06587808732601128,0.2637152670364742,0.04955968862386258,0.02747354917990662,0.06920211750512327,0.05879305083854947,0.06920211750512327,0.4475111562748533,0,1,forced_sale,0.3525754845736959,1.2073395925745087,0.425678341896966,23.215635219954304,28.4825289423338,0.0374204031726139,0.46309874506957993
CRE0026,retail,106260220.10181889,70890982.65044081,0.6553045721045098,1.0379239377746217,0.9414303303703037,4.59323388858024,0.10710373445897446,0.5622812308230629,0.06123813756745781,0.01823805202629367,0.04757624884469023,0.06975018993980259,0.06975018993980259,0.2893007335941432,1,0,refinance,0.3190074883989113,1.0864965897617553,0.34660054825387987,14.03292807542162,15.78086276255241,0.019813636010377975,0.36641418426425787
CRE0027,retail,25911865.737609632,20739811.203765523,0.7835362762259627,1.0967303091970892,0.8,5.823026103592225,0.15790879679212425,0.47015062268414337,0.07316700818942404,0.028484793317785063,0.06994508382527397,0.038630795830384014,0.06994508382527397,0.334092170063813,0,1,forced_sale,0.4985145763494617,1.2508770245238043,0.6235804299457596,24.682957019843368,30.288979796504417,0.039885799520739736,0.6634662294664994
CRE0028,industrial,25849523.45359078,16885758.15659812,0.6587795618305607,1.8671614138245824,1.7129656679884873,5.237885382396573,0.01,0.20791354833883058,0.04586427744137954,0.022506180161458382,0.08153054755298815,0.04242526757796024,0.08153054755298815,0.5928105392760337,1,0,refinance,0.19977208327321522,1.0517629783390625,0.21011288129243605,11.648445772416718,13.111799769895471,0.015006273528687598,0.22511915482112366
CRE0029,office,143361201.5120154,102895183.12945919,0.7265389177312365,2.5040404527423683,2.731662158737881,4.750073917974108,0.085921828575494,0.3002465499691319,0.0522262591365963,0.0028417565464972545,0.05766441054375947,0.047367491111571916,0.05766441054375947,0.6825321263787582,1,0,refinance,0.24880770709606925,1.0446325116066166,0.25991261997085024,10.734269697656265,12.030008106671314,0.014840676426360831,0.2747532963972111
CRE0030,industrial,129268363.14936332,74301407.786242,0.5772240681437565,1.759740435199886,1.7803741871093768,9.5,0.014406530663987976,0.38844315294275544,0.052506384587773375,0.04312736355393865,0.06890961483013792,0.044234106926410464,0.06890961483013792,0.7382577588335164,0,1,forced_sale,0.3498277010165286,1.2170504022620658,0.42575794424457986,21.842073870007738,26.8828278865504,0.033313785261965656,0.4590717295065455
CRE0031,industrial,148014125.8250547,101700367.94791706,0.6684837298225651,1.7871854957383122,1.7569856743605274,6.379330058523084,0.01,0.31801470314366975,0.05536557953205155,0.01421386502933712,0.059072332943426585,0.05813676117231473,0.059072332943426585,0.629851742845868,0,1,forced_sale,0.36958667361122255,1.1543491165616078,0.42663205017605804,21.011582794391646,25.70879495963087,0.03456177908584958,0.4611938292619076
CRE0032,mixed-use,126074256.25097236,100026589.6291209,0.8030208887607992,1.177589258243823,1.1148359177596523,2.5413602938704276,0.1549885525731142,0.5289016936771809,0.0627188501482052,0.014633230169280611,0.06382185754012083,0.03921658605663404,0.06382185754012083,0.23240655002745422,0,1,forced_sale,0.5311062818725639,1.2204746320133908,0.6482017439284177,24.57713062888422,30.07401006958699,0.041070984030547916,0.6892727279589655
CRE0033,industrial,71332060.25225621,40085584.81816581,0.5583744333051489,1.6903491939309296,1.7846124570868234,6.113289316624106,0.03949572390948555,0.1503111706017578,0.052170472237519604,0.013433163688761764,0.07557304338733262,0.040093515213289,0.07557304338733262,0.5833815371700064,1,0,refinance,0.16171329873953194,1.0459827195056681,0.16914931599580815,11.487334752693934,12.904392735037344,0.01547337024087375,0.1846226862366819
CRE0034,mixed-use,53117504.02898274,38956721.18357448,0.7153193541336568,1.4445595728051386,1.3008472662976418,4.942408391295904,0.09612684717458526,0.4938413965062788,0.0573207729938401,0.01703731352732179,0.06364565996844425,0.035645438770747585,0.06364565996844425,0.41572215093587345,0,1,forced_sale,0.4256650854293187,1.199035439635939,0.5103875228454127,23.126547548147528,28.312891569085565,0.03816485635486454,0.5485523792002772
CRE0035,retail,110476082.59956805,81931270.31701697,0.7223412393372838,1.467638032585517,1.333289529744576,4.721249862326006,0.06424840808771218,0.4099222259638898,0.05862061616942361,0.029614297680241517,0.05841690630992022,0.05679554301601955,0.05841690630992022,0.4862237822432347,0,1,forced_sale,0.41036410056329387,1.2111018087679777,0.49699270444564947,23.077359455254367,28.325233483555795,0.03693629551013373,0.5339289999557832
CRE0036,industrial,134390119.02589643,81352902.17348887,0.6016740006020168,2.0554096730883935,2.4480253683488646,4.847690499019214,0.02493212888912292,0.12,0.048355384953348124,0.0065455112962140745,0.05813960929766569,0.050200826779574374,0.05813960929766569,0.630181957659088,1,0,refinance,0.16955830082694534,1.0249650317221548,0.1737913291858447,10.745640849969158,12.052701680357591,0.014737002054760421,0.1885283312406051
CRE0037,office,51360008.134412,37010748.61636202,0.704588285495974,1.4407913785824933,1.7569328010343646,8.362690789051571,0.12505490814588352,0.4199863822954115,0.05625876200941563,0.0,0.05760567066781876,0.0466288416860808,0.05760567066781876,0.48663844992110683,1,0,refinance,0.26556675971628424,1.0562747086656477,0.28051145175059816,12.080608565640429,13.530281593517282,0.01766099749869732,0.2981724492492955
CRE0038,office,152542133.9599285,101554569.8244406,0.6715252630002362,2.0776362866289153,1.7290813860832523,4.3424094967746765,0.06261541111041886,0.17282382388672718,0.046593962922069194,0.014410181729212965,0.05690056578608635,0.061285159760022315,0.061285159760022315,0.7336643155050261,0,1,forced_sale,0.3572606287807564,1.178438316631036,0.42100961397894,20.81944648231384,25.47472771025083,0.03394741314726471,0.45495702712620467
CRE0039,office,36284217.48639587,23898591.33072102,0.6548593964673874,1.484228628927434,1.3935746690457054,7.209002855936231,0.1436600073034695,0.53039656276258,0.055106898993655146,0.021964535569722287,0.07172323336216549,0.0454437229872297,0.07172323336216549,0.534396872650303,0,1,forced_sale,0.4181972803818538,1.2307725279829782,0.5147057239711805,23.04112560101205,28.236695138942174,0.037311157615837996,0.5520168815870186
CRE0040,industrial,120263480.71053274,89276565.08615516,0.7566019358173521,2.445399748684676,2.6372564432647523,6.284603240980811,0.14331412106569585,0.4462652299064612,0.0494161559013998,0.015627682306118742,0.05459012135039767,0.048740031159014624,0.05459012135039767,0.6910482312243462,0,1,forced_sale,0.4401147020343802,1.2173094873224124,0.5357558022965276,21.781607696485427,26.65866040101152,0.035427190678096195,0.5711829929746238
CRE0041,retail,127132952.82287715,71235277.84955455,0.5637347026631119,1.4869042473821126,1.7241439646545906,5.291179323860977,0.043328504462446765,0.3787447460575277,0.059362286759435175,0.021623466613113644,0.061432445370739476,0.045011113026279796,0.061432445370739476,0.5423147777790934,1,0,refinance,0.19841407152807866,1.0649071068956397,0.21129255487835077,12.173912699680695,13.700592772345505,0.016012164720200242,0.22730471959855103
CRE0042,office,175270555.42837006,132814021.44697846,0.7578551722919931,0.9997728676454888,1.0600819304581008,4.641210371319576,0.10843091831517736,0.37465744441447146,0.05351039909348113,0.01948653629388726,0.06361573122647564,0.06012226766877895,0.06361573122647564,0.3528798813559938,0,1,forced_sale,0.4813936267939498,1.209715639458993,0.5823493990685268,23.724494873079816,29.059460802756984,0.0390666124435102,0.621416011512037
CRE0043,retail,136499411.5641878,97472473.47328459,0.7196269754227188,1.7291948331799682,1.8105979902512668,7.021179469023341,0.04427443037021807,0.4567733950564468,0.051343880092870595,0.022339400431167618,0.05076268748027752,0.049449016613788595,0.05076268748027752,0.5174740194796563,1,0,refinance,0.26327308976142627,1.0668362345720501,0.28086927174522935,12.366321347642186,13.91934396047062,0.01632160493068674,0.2971908766759161
CRE0044,office,148255702.05345803,103548879.91740957,0.711282623253545,1.7667277138641513,1.7610283077974203,5.247800404589626,0.13790200867324315,0.2191282550713039,0.05471998941312126,0.005423261943290621,0.05296773515780403,0.04999532983324692,0.05296773515780403,0.5757256433267656,1,0,refinance,0.23976965155461977,1.0734447539838696,0.257379474625847,11.920025306589883,13.366589698282743,0.016746116384157732,0.2741255910100047
CRE0045,retail,116288153.11011344,75244035.46295114,0.6313728596036194,1.560767532194637,1.5752311709562814,6.245427154256318,0.02071480720798334,0.3601444807593521,0.061514533304410444,0.03368843628995647,0.08050335630784708,0.04936641429695601,0.08050335630784708,0.5594705484905906,0,1,forced_sale,0.3650028135324107,1.2000673794525012,0.4380279699286301,22.493316981218147,27.631287886104037,0.03553493110460871,0.4735629010332388
CRE0046,mixed-use,67124783.3097783,42271664.98186771,0.636028326760846,1.53110945221256,1.420119589838795,2.3076478515590355,0.11741770206259061,0.333319700141042,0.06305705599757415,0.03010283274073637,0.05587277610234171,0.0572556079148886,0.0572556079148886,0.5212024118339205,1,0,refinance,0.2618814614186777,1.116053914683712,0.2922738301994067,13.31726878253402,15.015562915119116,0.017154583482744044,0.3094284136821508
CRE0047,retail,21721551.06844903,13803411.563001331,0.6273633854698812,1.7380029441939113,1.947285375141125,4.415222809457911,0.03385356023106685,0.3742424131051101,0.060896461457790256,0.027154248414388432,0.06250926099994646,0.06120270428590303,0.06250926099994646,0.5160306910379369,0,1,forced_sale,0.3678564826624968,1.1922580237741958,0.43857984305171516,22.532356756340338,27.642437545916035,0.03621387443031756,0.4747937174820327
CRE0048,retail,25319835.95261042,15747204.745777251,0.6302287156155757,1.335678572296703,1.250746517915877,4.439246537715785,0.07140163448033604,0.380321647353619,0.06568417215518023,0.025308995458157076,0.07321399147366685,0.05666908287289754,0.07321399147366685,0.5303239977035338,0,1,forced_sale,0.38493904731537754,1.2052796259782812,0.46395919097271415,22.65471886252934,27.78209905648519,0.03649293164132163,0.5004521226140358
CRE0049,retail,52240971.13615151,39499238.01692365,0.7617007822677875,1.505881035194362,1.7481465081327114,3.8984313991603763,0.1706947503671071,0.5861879051569402,0.05398122447921963,0.013720468643394003,0.050932070654575265,0.05494511948587787,0.05494511948587787,0.3706215411477455,0,1,forced_sale,0.46924898382011837,1.2256256218163255,0.5751235775812115,23.82785218822009,29.151711994325485,0.03960087851063234,0.6147244560918438
CRE0050,office,127468677.64630899,78047900.26701222,0.6237414029076004,1.3779251621785986,1.640216237615873,4.425618636781298,0.10573085276507793,0.43990170614990187,0.051977798441244526,0.0179746832592488,0.06534938144803293,0.05727552280215426,0.06534938144803293,0.39654611850856086,0,1,forced_sale,0.391127817613682,1.2053257185887074,0.47143641782524415,23.3653042740317,28.610667200214102,0.038510216811078204,0.5099466346363224
CRE0051,industrial,45282578.084629506,31250067.67978685,0.6988482516177559,1.2736216789868409,1.396398373116702,4.418494172309897,0.051202176650573965,0.263523921962706,0.05109802138281936,0.012080845573563988,0.08103152338307734,0.04941625729390984,0.08103152338307734,0.4320290102095934,0,1,forced_sale,0.39638338796755745,1.1684107551972427,0.46313861368281545,22.421485630625234,27.42193009572116,0.03743007799729177,0.5005686916801072
CRE0052,office,84313512.0888519,57533856.172369465,0.6779335329231413,1.8428304956393509,1.983864595302283,4.48899940035828,0.011722348781959005,0.4254540829163087,0.05184498633383735,0.010482087071285878,0.060279540728940234,0.054972356747116605,0.060279540728940234,0.5107755769143062,0,1,forced_sale,0.3891910894364278,1.1472874398015818,0.44651404859310767,21.55322968233413,26.351420919997057,0.036011361262411834,0.4825254098555195
CRE0053,office,74262157.47670037,40192864.56091566,0.529347898925094,1.4813574330227348,1.7047143164417764,5.1511853035195685,0.16229785888321113,0.501444061013989,0.05305038578783165,0.001211418179215138,0.052769451433444754,0.054876621773195335,0.054876621773195335,0.47543399972761874,1,0,refinance,0.23118426657341212,1.075578014673797,0.24865671446484847,12.506349781660735,14.010899360330306,0.01824236630986711,0.2668990807747156
CRE0054,retail,34619846.610387556,20250516.546934176,0.5828432455976473,1.8273861791590749,2.1037857448658492,3.3249285640111226,0.07003449605779624,0.36462946804052704,0.054682435406234506,0.016534719509158694,0.05450684499140236,0.04351826124160519,0.05450684499140236,0.49891192783537164,1,0,refinance,0.22056807179830412,1.0662384341952416,0.2351781555076874,12.393540376908076,13.93199615060145,0.016853470818669093,0.2520316263263565
CRE0055,office,136350911.94322824,69914681.4973209,0.5101202065128474,1.5277002803169417,1.4514004125615698,6.272985229406483,0.07842032422468972,0.3536307351761966,0.057212042565983834,0.026890579768092553,0.07041193111400394,0.04976457094686144,0.07041193111400394,0.6670627569960834,1,0,refinance,0.19559186215237984,1.0917593634141047,0.21353924691246154,11.969515040225644,13.486323644796368,0.014936290806743274,0.2284755377192048
CRE0056,industrial,18619510.111057468,10294206.478055667,0.5395215604966154,1.5305435403503518,1.6741303721117993,5.903630632915558,0.19116603571505178,0.2599093424963549,0.04725851434451885,0.01952109349797462,0.05360391534181563,0.05745297184175585,0.05745297184175585,0.5069153936790767,0,1,forced_sale,0.34957296708886154,1.2470190124175202,0.4359241361870144,23.463890598544683,28.74045673077463,0.038211007704431706,0.4741351438914461
CRE0057,industrial,138886645.0064376,94891317.54141188,0.6840429726234157,1.4571216869614914,1.6527262705606502,7.334254048524427,0.01,0.3346906975480105,0.06311580923704466,0.018873474439496933,0.06484774688893917,0.056644959413135076,0.06484774688893917,0.5161321356347576,1,0,refinance,0.2273782153241629,1.0441342963229434,0.23741339285666155,11.9268809081663,13.414382037637058,0.01592641437238291,0.2533398072290445
CRE0058,retail,67719023.73725243,53767177.8513318,0.7762243482586723,1.653418462560137,1.6401093187664284,4.543299683539712,0.09296301475496094,0.45730721985857464,0.056761514228467216,0.04659404699480221,0.06721979227438842,0.05364514567920241,0.06721979227438842,0.3765885509589317,1,0,refinance,0.2903864437475285,1.1396808553288171,0.3309478705860767,14.813875162026207,16.764099780338,0.018596493565552354,0.3495443641516291
CRE0059,office,154430228.45552623,105398105.90284494,0.6909104136804088,1.7056408375911662,1.851090972088122,6.151908857823621,0.0465545018071681,0.3186342210127658,0.05334328690063585,0.03163216528559251,0.07037407031165245,0.06565942565234242,0.07037407031165245,0.5044142374174837,0,1,forced_sale,0.3831533940924008,1.20737707291297,0.46261062343595255,22.92755885423207,28.152933884981184,0.03650568317267621,0.49911630660862877
CRE0060,retail,32965883.628878064,19881315.233950097,0.603823169459518,1.896827993063975,2.1865532292311674,2.1294934953099665,0.12274142018962964,0.4567885625551547,0.06952116643755239,0.01525418713349752,0.05214227388832974,0.05396463434668579,0.05396463434668579,0.43692085836094763,0,1,forced_sale,0.4238669193236507,1.2072674320656782,0.5117207272294538,23.12311556802623,28.298382075988044,0.038229846741944185,0.549950573971398
CRE0061,mixed-use,150158793.2038346,91506826.34830658,0.6129273620463941,1.2894609697660693,1.1072621132446914,5.393464286865116,0.20205564066363652,0.342969491266646,0.05613106543522113,0.018260737180179603,0.05228816241507474,0.057337700331650754,0.057337700331650754,0.46619209866467237,1,0,refinance,0.2509609193253714,1.1292725863770137,0.28340328644611523,13.732329392330037,15.442899533885893,0.01883036250398757,0.3022336489501028
CRE0062,industrial,119430730.84072757,70524002.45424415,0.5814565038323608,2.2011968820771237,2.0581786225589664,5.97336446316737,0.03843412189669505,0.21329157030079737,0.053364216621611886,0.03157186122154714,0.07452744842459336,0.051867020141348856,0.07452744842459336,0.6247570064818995,0,1,forced_sale,0.32883840635159345,1.203596263418762,0.39578867715335836,22.13752399735952,27.182509985636944,0.03496412538497755,0.4307528025383359
CRE0063,industrial,69006265.37073721,40076626.87186069,0.5827340646930177,1.579535210909582,1.5798513981682303,4.615421358810474,0.13341902862151334,0.12,0.059140900615501785,0.032868613191974344,0.06823011474516542,0.049795479232207965,0.06823011474516542,0.5763617680242697,0,1,forced_sale,0.33047662657506816,1.249062650582827,0.41278601114552577,23.252612280425204,28.559257261805815,0.03668468712716692,0.4494706982726927
CRE0064,office,29578088.557893984,20456534.100252442,0.684348190630112,1.7566619954194467,1.7201989358827514,1.0183834453171028,0.13608548076100635,0.2847386151708024,0.059855938000356365,0.009335848741622415,0.07444585028501612,0.06657005155855267,0.07444585028501612,0.4044774618625286,0,1,forced_sale,0.4497951851052774,1.2008437486998598,0.5401337362289687,23.128611511994002,28.27088734930262,0.03877929622678173,0.5789130324557504
CRE0065,mixed-use,165203678.06268826,109278312.28521879,0.6716135259118367,1.9112261195746498,2.239368342963968,3.724455479845771,0.15997421772988565,0.4718793699501894,0.060478391477184916,0.007628986118749187,0.059126087230182256,0.04397009763518112,0.059126087230182256,0.5429958085480631,0,1,forced_sale,0.42323726954241914,1.208009268827822,0.5112745445206215,22.403268196488167,27.374715755236974,0.03740374091018187,0.5486782854308033
CRE0066,retail,70278441.51930606,46006204.857002944,0.6381969095839446,1.7281029273176676,1.5257537597681046,5.859634389213822,0.05383007187239851,0.29543342849878246,0.058588429570707146,0.03529710920903917,0.07472307735575753,0.06605216321557338,0.07472307735575753,0.5707968440800328,0,1,forced_sale,0.3629147750329422,1.2183474616815615,0.4421562949681201,22.770714970950948,27.98120736783455,0.035796398733508386,0.47795269370162846
CRE0067,retail,57740812.79684694,39647804.45842538,0.6738203703338671,1.3606783402466143,1.5236692288336025,3.638046858206234,0.029210500675491635,0.35807120505022455,0.053456505222673686,0.003011356543751873,0.07338616496174998,0.04124351725817341,0.07338616496174998,0.3717700166458436,0,1,forced_sale,0.3933397295797718,1.13946857404585,0.4481982607798428,22.153631732716466,27.044108834885638,0.03788928580835577,0.4860875465881986
